prod-descr;prod-marca;prod-comentario;prod-aval
 La Roche-Posay  Anthelios Airlicium FPS 30 - Protetor Solar Facial 50g ; La Roche-Posay ;"Esperei pouco poder avaliar, pois queria ver realmente valia pena. 4° protetor solar dermatologista receitou sim! ÚNICO deixou rosto sequinho aspecto ""limpeza"" 6h. rosto súper oleoso protetor solar ideal pra mim. Excelente produto, recomedo olhos fechados.";4.7
 La Roche-Posay  Anthelios Airlicium FPS 30 - Protetor Solar Facial 50g ; La Roche-Posay ;Textura grossa, difícil espalhar, rosto fica esbranquiçado condições passar maquiagem cima.;4.7
 La Roche-Posay  Anthelios Airlicium FPS 30 - Protetor Solar Facial 50g ; La Roche-Posay ;Uso anos. Melhor protetor usei. pele oleosa deixa pele sequinha.;4.7
 La Roche-Posay  Anthelios Airlicium FPS 30 - Protetor Solar Facial 50g ; La Roche-Posay ;Dificil espalhar pra ir pra academia ele. Sai todo, fica cara toda borrada. Nunca;4.7
 La Roche-Posay  Anthelios Airlicium FPS 30 - Protetor Solar Facial 50g ; La Roche-Posay ;Sequinho, amei.;4.7
 La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ; La Roche-Posay ;super facil pedir entrega rápida, chegando data precisava antes viajar. produto ótimo, uso.;4.0
 La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ; La Roche-Posay ;Nao cobertura , parece acumula poros pele , nao espalha direito , arrependi ter comprado . indicaçao dermatologista , produto nao entrega promete . voce transpirar , pior ainda , vai parecer passou massa modelar rosto;4.0
 La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ; La Roche-Posay ;Preço ótimo, produto boa cobertura;4.0
 La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ; La Roche-Posay ;Amo produtos dessa marca, usei ótimos, juntou produto bom valor melhor ainda, ruim.;4.0
 La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ; La Roche-Posay ;espalha bem fixa/absorve direito. desfaz suor. compraria novamente. Dinheiro jogado fora. recomendo;4.0
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;melhor protetor solar facial pele oleosa. dá aplicar passar base cima logo seguida, dar tempinho pra secar, craquela tudo.;4.0
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;Pois ache terrível,até alguém prove contrário kkkk. pele ,ele casou certinho,n deixou oleosa ,e craquelou ficou igual ?,pelo contrário deixou pele lisinha pesar,tem cheiro agradável sensação pele ficou delícia sedosa macia. Acho pessoas saber escolher produtos saber fazer assepsia pele antes aplicar qqr produto.;4.0
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;Vejo muitos comentários positivos, sinceramente acredito alguns comentários comprados. protetor solar horrível. causa sudorese excessiva rosto produto sai todo. Fico parecendo panda ?.;4.0
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;bom, chegou rápido;4.0
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;chegou rápido, porem protetor veio lacrado;4.0
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;Vejo muitos comentários positivos, sinceramente acredito alguns comentários comprados. protetor solar horrível. causa sudorese excessiva rosto produto sai todo. Fico parecendo panda ?.;4.1
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;Melhor protetor pra pele oleosa . deixa acabamento bem sequinho cheirinho agradável . espalhas bem deixa esbranquiçado . Amei aplicar maquiagem precisa esperar secar bem senao craquela;4.1
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;Pois ache terrível,até alguém prove contrário kkkk. pele ,ele casou certinho,n deixou oleosa ,e craquelou ficou igual ?,pelo contrário deixou pele lisinha pesar,tem cheiro agradável sensação pele ficou delícia sedosa macia. Acho pessoas saber escolher produtos saber fazer assepsia pele antes aplicar qqr produto.;4.1
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;bom, chegou rápido;4.1
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;chegou rápido, porem protetor veio lacrado;4.1
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Melhor protetor facial cor, otima cobertura nao deixa pele melada.;4.4
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;amo protetor. Super sequinho, agora deu certo pele. Entrega rápida.;4.4
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;bom! boa cobertura fica sequinho pele;4.4
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Sabe cola branca escolar? textura bem parecida, porém bege (sério). Horrível! Péssimo espalhar, fica marcado todo rosto, vai acumulando algumas regiões. Decepção grandes…;3.7
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;produto si incrível. Ja segunda compra, porém fator diferente. tom base perfeita, deixa toque suave glow belíssimo. uso maquiagem nenhuma cima dele. suficiente. Mass misturar bastante ficar fluido...;3.7
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;otima qualidade. boa cobertura, alto fator proteção.;3.7
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Produto bom!;4.4
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Sabe cola branca escolar? textura bem parecida, porém bege (sério). Horrível! Péssimo espalhar, fica marcado todo rosto, vai acumulando algumas regiões. Decepção grandes…;4.4
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Excelente produto!!!;4.4
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 2.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;amo protetor. Super sequinho, agora deu certo pele. Entrega rápida.;4.5
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 2.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Sabe cola branca escolar? textura bem parecida, porém bege (sério). Horrível! Péssimo espalhar, fica marcado todo rosto, vai acumulando algumas regiões. Decepção grandes…;4.5
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 2.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Produto bom!;4.5
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 2.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Melhor protetor facial cor, otima cobertura nao deixa pele melada.;4.5
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 2.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;bom! boa cobertura fica sequinho pele;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 - Protetor Solar Facial 40ml ; La Roche-Posay ;pele oleosa, melhor encontrei. Ótimo aplicador, fácil espalhar, arde olhos... terceiro frasco comprado.;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 - Protetor Solar Facial 40ml ; La Roche-Posay ;Ótimo, momento gostando.;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 - Protetor Solar Facial 40ml ; La Roche-Posay ;textura bem fluida aplicar, alguns segundos torna cremoso pele fixa bem. pele super oleosa, tendência acne consegue driblar problemas bem. Recomendo!;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 - Protetor Solar Facial 40ml ; La Roche-Posay ;Melhor protetor solar usei!! Fica sequinho pele!;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 - Protetor Solar Facial 40ml ; La Roche-Posay ;uso tempo super recomendo. ajuda controle oleosidade espinha também.;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;;0.0
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;Ótimo, momento gostando.;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;Amo demais protetor! Toda vez acaba recompro! Deixa pele linda, fica oleoso rende;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;Amo protetor! deixa pele oleosa, mancha roupa pele fica linda! Sempre recompro;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;Melhor protetor solar usei!! Fica sequinho pele!;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;textura bem fluida aplicar, alguns segundos torna cremoso pele fixa bem. pele super oleosa, tendência acne consegue driblar problemas bem. Recomendo!;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;uso tempo super recomendo. ajuda controle oleosidade espinha também.;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;Amo protetor líquido. Nao adaptava outro, ajuda oleosidade pele;4.5
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;pele oleosa, melhor encontrei. Ótimo aplicador, fácil espalhar, arde olhos... terceiro frasco comprado.;4.5
 La Roche-Posay  Anthelios Hydraox FPS60 - Protetor Solar 50ml ; La Roche-Posay ;;4.9
 La Roche-Posay  Anthelios KA+MED FPS 99 - Protetor Solar 50g ; La Roche-Posay ;Adoro!;4.7
 La Roche-Posay  Anthelios KA+MED FPS 99 - Protetor Solar 50g ; La Roche-Posay ;"excelente produto, porém peles claras, sensíveis ressecadas. tipo pele, vai ficar bom. mero protetor solar, produto específico peles vulneráveis, principalmente algum tipo dano relacionado sol, alguma irritabilidade outra origem possuam propensão tal. pele, extremamente, branca, ressecada sofro dermatite emocional, então, mim, produto satisfatório. Alto poder hidratante, deixa pele mero aspecto ""molhado"", oleoso grudento. encaixa características, aconselho outros protetores mesma linha.";4.7
 La Roche-Posay  Anthelios KA+MED FPS 99 - Protetor Solar 50g ; La Roche-Posay ;Recomendo vive lugares frios pra ficar casa porque nenhuma resistencia suor. decepcionou mesmo! proteção otima, hidrata bem, deixa aspecto molhado/hidratado pele importo não. Onde moro temperatura geralmente volta 28 graus, então chato ver protetor caríssimo desses derreter poucos minutos colocar.;4.7
 La Roche-Posay  Anthelios KA+MED FPS 99 - Protetor Solar 50g ; La Roche-Posay ;excelência produto, Anthelios KS + Med FPS 99. Algumas lesões pele sanadas ele.;4.7
 La Roche-Posay  Anthelios KA+MED FPS 99 - Protetor Solar 50g ; La Roche-Posay ;sensação pele incrível. Achei absorção boa, fps 99, sensação grosseira, bem levinho! Vou recomprar certeza!;4.7
 La Roche-Posay  Anthelios UVMune400 Airlicium FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;oleoso, pele mista/oleosa, vale pena.;2.7
 La Roche-Posay  Anthelios UVMune400 Airlicium FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;Produto bom chegou perfeito estado;2.7
 La Roche-Posay  Anthelios UVMune400 Airlicium FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;pele clara seca deixou pele amarelada oleosa, protetor efeito matte, bem líquido esfarela pele.;2.7
 La Roche-Posay  Anthelios UVMune400 Airlicium FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;nada anti oleosidade, virei puro cebo todas vezes q tentei usar. recomendo peles mistas/oleosas!!!!;2.7
 La Roche-Posay  Anthelios UVMune400 Airlicium FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;Filtro solar maravilhoso. pele oleosa único dá espinhas.;2.7
 La Roche-Posay  Anthelios UVMune400 FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;Maravilhoso, sequinho espalha super rápido , amei demais . pele oleosa tendência acne . Amei protetor;4.5
 La Roche-Posay  Anthelios UVMune400 FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;"Produto maravilhoso, protetor solar ótima aderência, fixa bem deixar oleosidade, acne recomendo muito! Cheirinho suave gostoso. Ótima qualidade ;)";4.5
 La Roche-Posay  Anthelios UVMune400 FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;bom, extremamente líquido, prefere textura creme vai gostar, pele oleosa brilha demais;4.5
 La Roche-Posay  Anthelios UVMune400 FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;beem líquido, nao prestar atencao ja escorre derrama. pele absorve super bem fica sequinho;4.5
 La Roche-Posay  Anthelios Ultra Cover Cor 2.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Otima cobertura, pele mista adpatou super bem (uso + pó compacto protetor solar). Recomendo;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 2.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;todo protetor solar cor, sai pouco roupas, todas marcas experimentei agora, q sai menos;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 2.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Bom produtor c efeito semi mate, porém marca pouco linhas expressão;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 2.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Protetor excelente. Ótima cobertura, pele bem clara deixa viço ótimo pele. Porém, transfere... fica sequinho. Precisa selar usar fixador maquiagem.;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 2.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Bom.;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 2.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Bom dia !! Alguém saberia dizer cor 3.0 saiu linha entrou cor CLARA lugar?;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 4.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Otima cobertura, pele mista adpatou super bem (uso + pó compacto protetor solar). Recomendo;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 4.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Bom.;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 4.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Protetor excelente. Ótima cobertura, pele bem clara deixa viço ótimo pele. Porém, transfere... fica sequinho. Precisa selar usar fixador maquiagem.;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 4.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Bom produtor c efeito semi mate, porém marca pouco linhas expressão;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor 4.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;todo protetor solar cor, sai pouco roupas, todas marcas experimentei agora, q sai menos;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor Clara FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Protetor perfeito, recomendo demais;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor Clara FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Bom.;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor Clara FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;;
 La Roche-Posay  Anthelios Ultra Cover Cor Clara FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;todo protetor solar cor, sai pouco roupas, todas marcas experimentei agora, q sai menos;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor Clara FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Bom produtor c efeito semi mate, porém marca pouco linhas expressão;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor Clara FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Protetor excelente. Ótima cobertura, pele bem clara deixa viço ótimo pele. Porém, transfere... fica sequinho. Precisa selar usar fixador maquiagem.;4.4
 La Roche-Posay  Anthelios Ultra Cover Cor Clara FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Otima cobertura, pele mista adpatou super bem (uso + pó compacto protetor solar). Recomendo;4.4
 La Roche-Posay  Anthelios XL Protect FPS 60 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;Gostei, fica pouco aspecto oleoso;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;"recomprar após anos produto realmente melhorou porém absurdo cor ""clara"" tão laranja. impossível pessoa pele clara usar, IMPOSSÍVEL. adianta pessoas recomendarem aplicar 1 medida protetor cor 2 protetor cor suavizar pois todo mundo busca praticidade inviável produto ter preço prático. olha pessoa clara desse mundo, escala tonal pele ivory porcelain assim impossível usar. marca quer chamar claro, deveria então criar extra claro episol fez. produto ruim, porém nada democrático inclusivo tom ""claro"" vai atender pessoas acima tom ivory subtom quente) doado toa gostou produto pele bronzeada dá certo subtom laranja produto.";4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;Gostei produto;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;Excelente;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;Comprei cor morena, tom puxou pra laranja, queria. TB achei super sequinho não, pesado transfere. compraria novamente;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;Adorei, tom deu certinho pele! deixa pele oleosa!;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;Perfeito! amo.;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Morena - Protetor Solar com Cor 40g ; La Roche-Posay ;Excelente;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Morena - Protetor Solar com Cor 40g ; La Roche-Posay ;Perfeito! amo.;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Morena - Protetor Solar com Cor 40g ; La Roche-Posay ;Gostei, fica pouco aspecto oleoso;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Morena - Protetor Solar com Cor 40g ; La Roche-Posay ;Gostei produto;4.5
 La Roche-Posay  Anthelios XL Protect FPS 60 Morena - Protetor Solar com Cor 40g ; La Roche-Posay ;"recomprar após anos produto realmente melhorou porém absurdo cor ""clara"" tão laranja. impossível pessoa pele clara usar, IMPOSSÍVEL. adianta pessoas recomendarem aplicar 1 medida protetor cor 2 protetor cor suavizar pois todo mundo busca praticidade inviável produto ter preço prático. olha pessoa clara desse mundo, escala tonal pele ivory porcelain assim impossível usar. marca quer chamar claro, deveria então criar extra claro episol fez. produto ruim, porém nada democrático inclusivo tom ""claro"" vai atender pessoas acima tom ivory subtom quente) doado toa gostou produto pele bronzeada dá certo subtom laranja produto.";4.5
 La Roche-Posay  Anthelios XL Protect FPS60 - Protetor Solar 40g ; La Roche-Posay ;pele oleosa protetor simplesmente maravilhoso!!! Super sequinho.;4.9
 La Roche-Posay  Anthelios XL Protect FPS60 - Protetor Solar 40g ; La Roche-Posay ;Nunca decepciona, pele sequinha oleosidade.;4.9
 La Roche-Posay  Anthelios XL Protect FPS60 - Protetor Solar 40g ; La Roche-Posay ;Usei embalagem antiga achei nova embalagem melhor!! Melhor aplicação melhor tudo! Recomendo. Deixa pele perfeita;4.9
 La Roche-Posay  Anthelios XL Protect FPS60 - Protetor Solar 40g ; La Roche-Posay ;bico aplicar direto pele perfeito, d pois espalhar. textura firme escorre.;4.9
 La Roche-Posay  Anthelios XL Protect FPS60 - Protetor Solar 40g ; La Roche-Posay ;Gostei bastante cumprir promete deixar pele sequinha aspecto óleo protetores geral;4.9
 Latika  Sun Stick FPS50 - Protetor Solar Facial 20g ; Latika ;Comprei deixar bolsa reaplicar rua. protetor principal excelente levar qualquer lugar.;3.3
 Latika  Sun Stick FPS50 - Protetor Solar Facial 20g ; Latika ;Gostei, pouco oleoso. passar pouco. super prático.;3.3
 Latika  Sun Stick FPS50 - Protetor Solar Facial 20g ; Latika ;Extremamente oleoso.;3.3
 Libbs  Filtrum Ultra Seco FPS30 - Protetor Solar Facial 60g ; Libbs ;Utilizo uns 2 anos indicação dermato. Realmente único deixa pele seca durante umas duas horas. pele rosácea, pouco hidratada naturalmente, oleosa rosto todo, especialmente zona T, ponto sair banho 10 minutos brilhando. Todos outros filtros tentei, hora aplicação, deixam pele pegajosa, época verão chuvoso. Esse, menos, dá autonomia pouco maior. única questão podia melhorar fatores proteção.;4.7
 Libbs  Filtrum Ultra Seco FPS30 - Protetor Solar Facial 60g ; Libbs ;melhor protetor usei. Único deixa pele oleosa. olha últimos meses tentei outros, buscando fator proteção alto;4.7
 Libbs  Filtrum Ultra Seco FPS30 - Protetor Solar Facial 60g ; Libbs ;melhor protetor pele oleosa, deixa sequinho totalmente matte. Único porém difícil espalhar, textura consistente, acaba durando tanto 60g - uso outros protetores rosto deixo zona T, nenhum outro segura oleosidade assim.;4.7
 Libbs  Filtrum Ultra Seco FPS30 - Protetor Solar Facial 60g ; Libbs ;Melhor protetor pele Oleosa , uso 5 anos nao troco nenhum, ja usei varias marcas Melhor dúvida. Arapiraca Al;4.7
 Libbs  Filtrum Ultra Seco FPS30 - Protetor Solar Facial 60g ; Libbs ;uso protetor solar anos, segura oleosidade protege muito! Recomendo;4.7
 Mantecorp  Episol Acqua FPS 60 - Protetor Solar Facial 60ml ; Mantecorp ;Entrega rápida. satisfeita produto.;3.7
 Mantecorp  Episol Acqua FPS 60 - Protetor Solar Facial 60ml ; Mantecorp ;decepcionei bastante produto. pele bastante oleosa dermato recomendou protetor. Porém, passar fica brilhando muito, aspecto rosto oleoso. passar primer pó selar toda vez.;3.7
 Mantecorp  Episol Acqua FPS 60 - Protetor Solar Facial 60ml ; Mantecorp ;pele mista,estou gostando seca rápido. cima uso episol collor fator 30.;3.7
 Mantecorp  Episol Acqua FPS 60 - Protetor Solar Facial 60ml ; Mantecorp ;Textura leve, fácil absorção;3.7
 Mantecorp  Episol Acqua FPS 60 - Protetor Solar Facial 60ml ; Mantecorp ;textura bem líquida espalha mto bem, arde olhos, contudo, pele oleosa pretende usar apenas protetor, boa opção pois poucos minutos aspecto oleosidade extrema: embora seco toque, rosto fica brilhando! consegui controlar problema usando primer + pó após protetor, perder dinheiro dura mto bem, existem opções melhores, especialmente quiser fazer uso apenas protetor!;3.7
 Mantecorp  Episol Antiox FPS 60 - Protetor Solar 60g ; Mantecorp ;amo protetor. Nao deixa pele oleosa hidrafa quebra.;4.3
 Mantecorp  Episol Antiox FPS 60 - Protetor Solar 60g ; Mantecorp ;amando produto!;4.3
 Mantecorp  Episol Antiox FPS 60 - Protetor Solar 60g ; Mantecorp ;Desde comecei usar rosto parou irritações coceira senti melhora pele.;4.3
 Mantecorp  Episol Antiox FPS 60 - Protetor Solar 60g ; Mantecorp ;protetor super perfumado. pele oleosa deixa brilhosa, então indico pra pele minha. primeiro protetor cheiro protetor, cheirinho hidratante. Pena adaptou pele.;4.3
 Mantecorp  Episol Antiox FPS 60 - Protetor Solar 60g ; Mantecorp ;Achei oleoso comecei observar mudanças pele surgimento espinhas. usando 3 semanas optei suspender uso.;4.3
 Mantecorp  Episol Color FPS 30 Pele Clara - Protetor Solar com Cor 40g ; Mantecorp ;Nunca compro. Gente, Grosso, cheira ruim, deixa pele oleosa verdadeiro reboco. Vc passa rugas poros gritam. cor invés disfarçar evidência ainda imperfeições. protetor vc usa durante dia tão reboco q parece q vc passou vidro base cara. indico ninguém comprar.;4.6
 Mantecorp  Episol Color FPS 30 Pele Clara - Protetor Solar com Cor 40g ; Mantecorp ;"Excelente protetor solar cor, pele mista seca. Funciona bem base, uso anos. Cobre manchas; sinais perfeitamente . recomendo pele oleosa.";4.6
 Mantecorp  Episol Color FPS 30 Pele Clara - Protetor Solar com Cor 40g ; Mantecorp ;Excelente, recomendo!;4.6
 Mantecorp  Episol Color FPS 30 Pele Clara - Protetor Solar com Cor 40g ; Mantecorp ;amo;4.6
 Mantecorp  Episol Color FPS 30 Pele Clara - Protetor Solar com Cor 40g ; Mantecorp ;bem marca ficou pouco escuro pro rosto misturar pouco hidratante fica mto bom.;4.6
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;Deixa pele super protegida oleosidade;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;Gostei desse pó, cobre bem pele, deixa toque aveludado, quero q fique grosso rosto passo pincel, fica ótimo.;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;produto maravilhosoooooo!!! Vale cada centavo, pra acostuma protetor solar cor acha meloso transfere pó excelente pra transferir ficar bem ladinho ??;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;Excelente cobertura pele;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;Perfeeitoo!! pó excelente, cobertura boa, bom aplicar ótima fazer reposição proteção solar. melhor pó compacto usei.;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;PERFEITO! Comprem medo!! nunca usado pó compacto cobertura alta assim, além ter filtro solar, parece passou base alta cobertura fica bem sequinho, longo dia repassar tranquilamente, recomendo muito!;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;Gostei desse pó, cobre bem pele, deixa toque aveludado, quero q fique grosso rosto passo pincel, fica ótimo.;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;produto maravilhosoooooo!!! Vale cada centavo, pra acostuma protetor solar cor acha meloso transfere pó excelente pra transferir ficar bem ladinho ??;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;Excelente cobertura pele;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;Deixa pele super protegida oleosidade;4.9
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;Perfeeitoo!! pó excelente, cobertura boa, bom aplicar ótima fazer reposição proteção solar. melhor pó compacto usei.;4.9
