prod_descricao;prod_marca;prod_detalhe;prod_fps
Protetor Solar Facial Para Pele Oleosa Neutrogena Sun Fresh Derm Care FPS70 - Negra; Neutrogena;"O que é e para que serve?  Protetor Solar Facial Para Pele Oleosa Neutrogena Sun FreshDerm Care FPS 70, 40g, controla a oleosidade por 12h, com complexo antioxidante rejuvenescedor e efeito matte de longa duração.   Com textura ultraleve e sequinha que não derrete.   A exclusiva tecnologia HELIOPLEX XP oferece alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda contra a luz visível.  Benefícios e diferenciais:  Com sílica que atua na oleosidade da pele; Complexo antioxidante rejuvenescedor formado por: -> Niacinamida: ativo clareador de sinais causados pelo sol; -> Feverfew: Poderoso antioxidante;  -> Vitamina C: Antioxidante;  Dermatologicamente testado.  Não comedogênico e não obstrui poros.  Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. *É necessária a reaplicação do produto a cada 2 horas para manter a efetividade da proteção solar. Uso diário. Conservar em local fresco e ao abrigo da luz solar direta.  Precauções:  Uso Externo.  Evite contato com os olhos.  Caso isso aconteça, enxágue-os com água em abundância.  Descontinue o uso se surgirem irritações na pele.  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.  O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação.  Evite exposição prolongada das crianças ao sol.  Para crianças menores de 6 (seis) meses, consultar um médico.  Conserve fora do alcance das crianças.  Em contato com tecido, pode causar manchas.";70
Protetor Solar Facial Shiseido – Expert Sun Protection Lotion FPS50+ - 150ml; Shiseido;"Shiseido Expert Sun Protection Lotion Fps50+:  Sobre a Linha  Shiseido é especialista quando o assunto é Proteção Solar, sempre aprimorando seus desenvolvimentos pelas suas pesquisas e tecnologias, a marca se consolida como uma das mais inovadoras e pioneiras sobre o assunto. Não é à toa que a marca é líder no segmento de suncare em diversos países onde atua, incluindo no BRASIL (*Segmenta Prestige Group – Líder em Bases e Protetores Solares de Alta Proteção desde 2016).  Produtos inovadores, texturas confortáveis e tecnologias inclusivas fazem com que a gama de produtos Shiseido Suncare se mantenham como os queridinhos de formadoras de opinião, dermatologistas, surfistas, esportistas e de todas as pessoas que buscam praticidade e conforto na hora de se proteger.  Sobre o Produto  Um protetor solar com alto fator de proteção contra os raios UVA e UVB e contra os poluentes urbanos, enquanto mantém a pele hidratada e livre de resíduos brancos. Disponível em duas versões, creme (para o rosto) e loção (para rosto e corpo). Ambos para todos os tipos de pele.   O famoso e querido protetor solar de SHISEIDO agora com uma fórmula ainda mais potente. Além da tecnologia WetForce, já presente em vários produtos da marca, que eleva a resistência do véu de proteção quando em contato com água ou transpiração, a nova fórmula conta com a exclusiva tecnologia chamada HeatForce que faz o mesmo com o calor do sol. Juntas, elas formam a tecnologia SynchroShield™ que responde às mudanças no ambiente. Assim, quanto mais contato com a água ou com o calor você tiver, mais protegido estará.  Enriquecido com ingredientes de tratamento (50% de sua fórmula), ele ainda ajuda a prevenir o aparecimento de linhas finas, rugas e tom de pele irregular causados pelos UVA/UVB. Leve e de rápida absorção, ele se encaixa facilmente a sua rotina de skincare. Sua fragrância funcional sincroniza com a transpiração: combina-a com ingredientes de fragrâncias complementares para criar um aroma atraente - e personalizado.  Esta fórmula é OCEAN-FRIENDLY, ou seja, livre de oxibenzona e octinoxato e está em conformidade com os regulamentos do Havaí e não agride a vida marinha. Dermatologicamente testado. Oftalmologicamente testado. Não comedogênico.  Ação Tecnologia SynchroShield™  Sensor Iônico Mineral  Ao adicionar o Sensor Mineral Iônico com o Pó Mineral Iônico, a quantidade de agentes físicos necessário nesse protetor pôde ser reduzida consideravelmente, mantendo seu nível de proteção poderoso. Assim, a SHISEIDO conseguiu criar um véu de proteção muito uniforme que não deixa nenhum vestígio branco, podendo ser utilizado em qualquer tom de pele.   Tecnologia Super-Veil-UV 360™ Cria um véu de proteção UV como se fosse uma segunda pele. O seu filtro solar adere aos contornos microscópicos da pele face para que a pele permaneça protegida em todos os ângulos (360º).  Tecnologia ProfenceCELL™ Uma combinação de extratos botânicos, que previnem os sinais de envelhecimento causado pelos raios UV, como: rugas, manchas e perda de umidade.  Complexo NatureSurge  Complexo que combina o pó antipoluição que repele poluentes do ar que causam opacidade e oxidação na pele com o extrato de Chá de Assam, com efeitos antioxidantes.  Como Usar • Para a Loção, agite bem antes de usar. • Para o rosto e pescoço, aplique como última etapa de sua rotina de cuidados com a pele. Aplique uma quantidade generosa na palma da mão (aproximadamente uma colher de chá) e espalhe-o uniformemente sobre cada área; • A mesma quantidade deve ser aplicada nos braços e antebraços; • Em todo o tronco (frente e verso), aplique uma medida equivalente a duas colheres de chá, o mesmo vale para as pernas.";50
Protetor Solar Facial Shiseido – Expert Sun Protection Lotion FPS50+ - 150ml; Shiseido;SEM DETALHE;50
Protetor Solar Facial Toque Seco Sallve FPS50 - 40g; Sallve;Um Protetor Solar Facial com toque seco e alta proteção UVA/UVB. Oferece uma multi defesa contra a radiação solar e os danos da luz azul, infravermelho e poluição.   Com carnosina, tem ação antioxidante, que previne os sinais do tempo, e antiglicante, que ajuda a preservar o colágeno da sua pele. Enquanto isso, a niacinamida contribui para ajudar no controle de oleosidade ao longo do dia, reduzindo o brilho da pele sem ressecar.   É invisível na pele, compatível com maquiagem, não esfarela, não arde os olhos e disfarça a aparência de poros.  Benefícios e diferenciais:  • Oferece alta proteção diária FPS 50 UVA/UVB PA++++. • Promove multi-defesa contra danos pela luz azul, infravermelho e poluição. • Possui toque seco e acabamento mate. • Controla a oleosidade ao longo do dia, por até 6h. • Reduz o brilho excessivo sem ressecar. • Disfarça a aparência de poros. • Oferece ação antioxidante que previne os sinais do tempo. • Oferece ação antiglicante que preserva o colágeno da pele. • Não esfarela e é compatível com maquiagem. • Não arde os olhos.  Modo de usar:  Aplique o protetor solar sobre toda a pele espalhando bem para cobrir rosto, orelhas, pescoço, nuca e colo.  Recomendações • Aplique abundantemente antes da exposição ao sol. • Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. • Reaplicar sempre após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol.  • É necessária a reaplicação do produto para manter a sua efetividade.   Advertências:  Uso externo. Não ingerir. Este produto não oferece nenhuma proteção contra a insolação. Ajuda a prevenir as queimaduras solares. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consulte um médico. Em caso de contato direto com os olhos, enxague-os abundantemente. Havendo irritação, suspenda o uso e procure por orientação médica. Não insista no uso caso ocorra um efeito indesejado. Evite a exposição do produto à luz e ao calor excessivo. Mantenha a embalagem fechada. Mantenha fora do alcance de crianças.;50
Protetor Solar Facial Vichy – Capital Soleil Purify - 40g; Vichy;Na compra desse produto, a cada um R$ 1,00 gasto você ganha 10 pontos. Não é cadastrado? Cadastre-se Não acumulativo com outras promoções e cupons de desconto (verifique a finalização da compra);0
Protetor Solar Facial com Cor La Roche Posay – XL Protect FPS 60 - Clara; La Roche-Posay;O Protetor Solar Facial Anthelios Xl Protect FPS60, possui o sistema de proteção XL Protect. Com tecnologia reforçada com complexo antioxidante de alta eficácia, comprovada através de estudos clínicos para garantir proteção fotoestável de largo espectro ANTI-UVA,UVB e radicais livres induzidos por agentes externos. Agora na versão com cor.  O Protetor Solar Facial Anthelios XL PROTECT COR CLARA FPS60 oferece muito alta proteção UVA/UVB com uma textura gel creme que garante resultado seco na pele. Oil - free. Rápida absorção. Resistente à água.  Indicação: Indicado para todos os tipos de pele, inclusive as oleosas  Benefícios:  - Uniformiza o tom - Rápida Absorção  - Resultado Seco na pele - Enriquecido com Vitamina E - Água Termal La Roche-Posay - Propriedades Hidratantes e Suavizantes  Sobre a Marca:  La Roche-Posay, a marca mais recomendada pelos dermatologistas desenvolvendo, a mais de 30 anos, produtos de alta tecnologia para cuidados e rejuvenescimento da pele. A La Roche Posay possui grande diversidade de produtos para tratamento, desenvolvidos com sua exclusiva Água Termal, que previne a epiderme do envelhecimento precoce, deixando a aparência da sua pele mais jovem, linda e natural.;60
Protetor Solar Facial com Cor La Roche Posay – XL Protect FPS 60 - Clara; La Roche-Posay;SEM DETALHE;60
Protetor Solar Facial com Cor La Roche Posay – XL Protect FPS 60 - Clara; La Roche-Posay;Na compra desse produto, a cada um R$ 1,00 gasto você ganha 10 pontos. Não é cadastrado? Cadastre-se Não acumulativo com outras promoções e cupons de desconto (verifique a finalização da compra);60
Protetor Solar Facial com Cor La Roche Posay – XL Protect FPS 60 - Morena; La Roche-Posay;O Protetor Solar Facial Anthelios Xl Protect FPS60, possui o sistema de proteção XL Protect. Com tecnologia reforçada com complexo antioxidante de alta eficácia, comprovada através de estudos clínicos para garantir proteção fotoestável de largo espectro ANTI-UVA,UVB e radicais livres induzidos por agentes externos. Agora na versão com cor.  O Protetor Solar Facial Anthelios XL PROTECT COR CLARA FPS60 oferece muito alta proteção UVA/UVB com uma textura gel creme que garante resultado seco na pele. Oil - free. Rápida absorção. Resistente à água.  Indicação: Indicado para todos os tipos de pele, inclusive as oleosas  Benefícios:  - Uniformiza o tom - Rápida Absorção  - Resultado Seco na pele - Enriquecido com Vitamina E - Água Termal La Roche-Posay - Propriedades Hidratantes e Suavizantes  Sobre a Marca:  La Roche-Posay, a marca mais recomendada pelos dermatologistas desenvolvendo, a mais de 30 anos, produtos de alta tecnologia para cuidados e rejuvenescimento da pele. A La Roche Posay possui grande diversidade de produtos para tratamento, desenvolvidos com sua exclusiva Água Termal, que previne a epiderme do envelhecimento precoce, deixando a aparência da sua pele mais jovem, linda e natural.;60
Protetor Solar Facial com Cor La Roche Posay – XL Protect FPS 60 - Morena; La Roche-Posay;Na compra desse produto, a cada um R$ 1,00 gasto você ganha 10 pontos. Não é cadastrado? Cadastre-se Não acumulativo com outras promoções e cupons de desconto (verifique a finalização da compra);60
Protetor Solar Facial com Cor La Roche Posay – XL Protect FPS 60 - Morena Mais; La Roche-Posay;Na compra desse produto, a cada um R$ 1,00 gasto você ganha 10 pontos. Não é cadastrado? Cadastre-se Não acumulativo com outras promoções e cupons de desconto (verifique a finalização da compra);60
Protetor Solar Facial com Cor La Roche-Posay Anthelios Ultra Cover FPS60 - 2.0; La Roche-Posay;Brinde Card Sample Banderas Secret Woman 1Un (Imagem Ilustrativa);60
Protetor Solar Facial com Cor La Roche-Posay Anthelios Ultra Cover FPS60 - 2.0; La Roche-Posay;Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa);60
Protetor Solar Facial com Cor La Roche-Posay Anthelios Ultra Cover FPS60 - 5.0; La Roche-Posay;Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa);60
Protetor Solar Facial com Cor La Roche-Posay Anthelios Ultra Cover FPS60 - 5.0; La Roche-Posay;Na compra desse produto, a cada um R$ 1,00 gasto você ganha 10 pontos. Não é cadastrado? Cadastre-se Não acumulativo com outras promoções e cupons de desconto (verifique a finalização da compra);60
Protetor Solar Facial com Cor Neutrogena Sun Fresh Derm Care FPS70 – Pele Normal a Seca - 40g; Neutrogena;"O Protetor Solar Facial Para Pele Seca NEUTROGENA SUN FRESH® Derm Care Com Cor FPS 70, 40g, possui textura ultraleve e hidratante que não derrete e oferece alta proteção contra os raios UVA, UVB e ajuda a proteger contra a luz visível com sua exclusiva tecnologia HELIOPLEX® XP.   Com ativos ricos em propriedades hidratantes que deixam a pele macia, aveludada e preenchida e complexo antioxidante rejuvenescedor formado por Niacinamida, ativo clareador de sinais causados pelo sol, Feverfew e Vitamina C, poderosos antioxidantes. Melhora a firmeza e elasticidade da pele e possui textura não oleosa. Dermatologicamente testado e adequado para peles sensíveis.  Benefícios e diferenciais:  Fórmula que não derrete/escorre com suor e umidade; Deixa a pele aveludada e macia; Devolve o brilho natural da pele saudável; Melhora a firmeza e elasticidade da pele; Deixa a sensação prolongada de pele hidratada; Testado e aprovado para a pele sensível.  Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade de proteção solar. Uso diário.  Precauções:  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Produto de uso adulto. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Em contato com tecido pode causar manchas. Conservar em local fresco e ao abrigo da luz solar direta.";70
Protetor Solar Facial com Cor Vichy Capital Soleil - UV Pigment Control FPS60 - 2.0; Vichy;Brinde Card Sample Banderas Secret Woman 1Un (Imagem Ilustrativa);60
Protetor Solar Facial com Cor Vichy – Capital Soleil Purify - Clara; Vichy;Brinde Card Sample Banderas Secret Woman 1Un (Imagem Ilustrativa);0
Protetor Solar La Roche Posey Anthelios Airlicium+ FPS80 - 40g; La Roche-Posay;Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa);80
Protetor Solar La Roche Posey Anthelios Airlicium+ FPS80 - 40g; La Roche-Posay;Brinde Card Sample Banderas Secret Woman 1Un (Imagem Ilustrativa);80
Protetor Solar La Roche Posey Anthelios Airlicium+ FPS80 - 40g; La Roche-Posay;Na compra desse produto, a cada um R$ 1,00 gasto você ganha 10 pontos. Não é cadastrado? Cadastre-se Não acumulativo com outras promoções e cupons de desconto (verifique a finalização da compra);80
Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 - 40g; La Roche-Posay;Na compra desse produto, a cada um R$ 1,00 gasto você ganha 10 pontos. Não é cadastrado? Cadastre-se Não acumulativo com outras promoções e cupons de desconto (verifique a finalização da compra);60
Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 - 40g; La Roche-Posay;"O protetor solar Anthelios XL Protect FPS60 oferece alta proteção UVA/UVB com uma textura gel creme que garante resultado seco na pele.   O Anthelios XL Protect FPS60: possui uma fórmula Oil - free é de rápida absorção e resistente à água. O protetor solar, além de proteger a pele contra os raios UV, ainda garante hidratação a sua pele.   Indicado: Ideal para todos os tipos de pele, inclusive as oleosas   Benefícios:  • Oil Free; • Textura Gel Creme; • Proteção Solar Rosto; • Toque Seco. • Alta Proteção UVA/UVB, FPS 60/ PPD 25; • Sem resíduos brancos na pele; • Texturas adaptadas às peles brasileiras.  Modo de Usar:  • Aplique abundantemente sobre a pele antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter a sua efetividade.  • Reaplicar sempre, após sudorese intensa, nadar ou secar-se com a toalha e durante a exposição ao sol. Para crianças menores de 6 anos, recomenda-se consultar um médico antes da aplicação do produto.";60
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;"Neutrogena Sun Fresh Derm Care Facial FPS 70 possui textura levinha e sequinha que não derrete. A exclusiva tecnologia Helioplex XP oferece muito alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda a proteger contra a luz visível. Controla a oleosidade por 12 horas, disfarça poros, manchas solares e imperfeições da pele. Complexo antioxidante rejuvenescedor, clareia e previne manchas solares e efeito matte de longa duração.  Ativos:  Com sílica que atua na oleosidade da pele; Complexo antiodixante rejuvenescedor formado por:  • Niacinamida: ativo clareador de sinais causados pelo sol; • Feverfew: poderoso antioxidante; • Vitamina C: antioxidante;  Benefícios:  • Controla a oleosidade por 12h; • Disfarça poros; • Complexo antioxidante rejuvenescedor; • Clareia e previne manchas solares; • Efeito matte de longa duração; • Dermatologicamente testado; • Não comedogênico e não obstrui poros; • Textura leve, não pesa e não derrete.  Modo de usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. *É necessária a reaplicação do produto a cada 2 horas para manter a efetividade da proteção solar. Uso diário. Conservar em local fresco e ao abrigo da luz solar direta.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.";70
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;SEM DETALHE;70
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml; Neutrogena;O Sun Fresh que você já conhecia, ficou ainda melhor. A nova fórmula do Neutrogena Sun Fresh FPS 90 entrega uma proteção ainda maior além de ter agentes antioxidantes, prevenindo o foto-envelhecimento (contra UVA, UVB e UVA Longo), manchas causadas pelo sol, provindo uma alta hidratação, durante todo o dia com rápida absorção.   Além disso, o produto é Oil free e muito resistente à água e ao suor, deixando sua pele protegida, hidratada e sequinha.Sua fórmula entrega alta proteção invisível, textura ultra leve como um hidratante e não deixa resíduos na superfície da pele.  Com a sua tecnologia Heliplex, o Sun Fresh provine alta proteção imediata contra os raios UVA e UVB, deep UVA e Luz Visível, previnindo o envelhecimento e as manchas causadas pelo sol, devido ao seu poder antioxidante. Muito resistente à água e ao suor. Pele protegida, hidratada e sequinha.   Alta proteção invisível na pele. Formula ultra leve como hidratante, conseguindo ser ainda mais leve do que a anterior, sendo assim mais agradável de usar. Tenha a pele hidratada durante o dia todo. Produto com rápida absorção e fórmula Oil free, sendo muito resistente à água e ao suor.  Modo de Usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.;90
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml; Neutrogena;O que é e para que serve?  O Protetor Solar Corporal Neutrogena Sun FreshFPS 30, de textura ultraleve, antioxidante, que deixa a pele hidratada, fresca e sequinha.   É de rápida absorção, fácil de aplicar e possui tecnologia HELIOPLEX que proporciona alta proteção contra os raios UVA e UVB, além de prevenir o envelhecimento e as manchas causadas pelo sol e ser muito resistente à água e ao suor  Benefícios e diferenciais:  Fórmula com textura ainda mais leve Nova tecnologia Helioplex XP Protege contra raios UVA, UVB e luz visível Antioxidante Pele protegida, hidratada e sequinha Invisível na pele Fórmula ultra leve como hidratante Mais agradável de usar Oil Free Resistente à água e ao suor   Como usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.   A Marca:  Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil.;50
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml; Neutrogena;O que é e para que serve?  O Protetor Solar Corporal Neutrogena Sun FreshFPS 30, de textura ultraleve, antioxidante, que deixa a pele hidratada, fresca e sequinha.   É de rápida absorção, fácil de aplicar e possui tecnologia HELIOPLEX que proporciona alta proteção contra os raios UVA e UVB, além de prevenir o envelhecimento e as manchas causadas pelo sol e ser muito resistente à água e ao suor  Benefícios e diferenciais:  Fórmula com textura ainda mais leve Nova tecnologia Helioplex XP Protege contra raios UVA, UVB e luz visível Antioxidante Pele protegida, hidratada e sequinha Invisível na pele Fórmula ultra leve como hidratante Mais agradável de usar Oil Free Resistente à água e ao suor   Como usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.   A Marca:  Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil.;50
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml; Neutrogena;O que é e para que serve?  O Protetor Solar Corporal Neutrogena Sun Fresh FPS70 , de textura ultraleve, antioxidante, que deixa a pele hidratada, fresca e sequinha.   É de rápida absorção, fácil de aplicar e possui tecnologia HELIOPLEX que proporciona alta proteção contra os raios UVA e UVB, além de prevenir o envelhecimento e as manchas causadas pelo sol e ser muito resistente à água e ao suor  Benefícios e diferenciais:  Fórmula com textura ainda mais leve Nova tecnologia Helioplex XP Protege contra raios UVA, UVB e luz visível Antioxidante Pele protegida, hidratada e sequinha Invisível na pele Fórmula ultra leve como hidratante Mais agradável de usar Oil Free Resistente à água e ao suor   Como usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.;70
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml; Neutrogena;O que é e para que serve?  O Protetor Solar Corporal Neutrogena Sun Fresh FPS70 , de textura ultraleve, antioxidante, que deixa a pele hidratada, fresca e sequinha.   É de rápida absorção, fácil de aplicar e possui tecnologia HELIOPLEX que proporciona alta proteção contra os raios UVA e UVB, além de prevenir o envelhecimento e as manchas causadas pelo sol e ser muito resistente à água e ao suor  Benefícios e diferenciais:  Fórmula com textura ainda mais leve Nova tecnologia Helioplex XP Protege contra raios UVA, UVB e luz visível Antioxidante Pele protegida, hidratada e sequinha Invisível na pele Fórmula ultra leve como hidratante Mais agradável de usar Oil Free Resistente à água e ao suor   Como usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.;70
Protetor Solar SkinCeuticals - UV Oil Defense FPS 80 - 40g; Skinceuticals;"UV Oil Defense FPS 80 é um protetor solar facial inovador que garante muito alta proteção FPS 80, combinada ao controle da oleosidade ao longo do dia com uma textura leve e confortável.  Sua fórmula possui amplo espectro de proteção atuando desde o UVB até o UVA longo, protegendo a pele do envelhecimento proveniente da exposição ao sol.   Mesmo com muito alta proteção, em função de sua tecnologia exclusiva, a Mimetic Technology, UV Oil Defense FPS 80 é capaz de se adaptar à superfície cutânea, com efeito segunda pele. Essa tecnologia traz um acabamento imperceptível ao toque, com sensação confortável na pele e sem filme branco.  Indicado: Todos os tipos de pele, inclusive mistas e oleosas.  Benefícios: • Muito alta proteção solar FPS 80;  • Sistema de proteção inteligente ultra-resistente;  • Alta absorção e controle da oleosidade;  • Exclusiva Mimetic Technology: com efeito segunda pele, sem filme branco.  Ativos: Pela primeira vez SkinCeuticals conseguiu desenvolver uma fórmula que combinasse a mais alta proteção FPS 80 com uma textura leve e imperceptível. Devido a um sistema especial de filtros, majoritariamente hidrofílicos (a base de água), ele consegue atingir um FPS maior sem tornar a textura pesada. Com a exclusiva Mimetic Technology, sua fórmula gel-polimera ao secar forma uma rede super aderente que mimetiza o aspecto natural da pele, promovendo um acabamento leve, confortável e imperceptível.  Modo de Usar: Utilizar diariamente mesmo em dias de chuva. Aplique abundantemente sobre a pele antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter a sua efetividade.";80
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal; Skinceuticals;UV Oil Defense FPS 80 Tinted é um protetor solar facial inovador que garante muito alta proteção FPS 80, combinada ao controle da oleosidade ao longo do dia com uma textura leve e confortável. Sua fórmula possui amplo espectro de proteção atuando desde o UVB até o UVA longo, protegendo a pele do envelhecimento proveniente da exposição ao sol. Possui cor que se adapta a todos os tipos de pele.  UV Oil Defense FPS 80 Tinted também contém uma tecnologia exclusiva SkinCeuticals, a Mimetic technology, que se adapta à superfície cutânea, com efeito segunda pele, o que traz um acabamento imperceptível ao toque, com sensação confortável na pele com pigmentos naturais com proteção contra luz visíveis.  Benefícios:  - Muito alta proteção FPS 80  - Controle do brilho - Absorção da oleosidade - Sensação de conforto na pele - Toque imperceptível  - Uniformização do tom - 40g  Tecnologia:  - Complexo UV Defense: combinação inteligente de filtros orgânicos e minerais selecionados para uma muito alta proteção contra as radiações solares (raios UVB, UVA e UVA Longo). - Mimetic technology: tecnologia exclusiva SkinCeuticals que se adapta a superfície cutânea, proporcionando um efeito segunda pele, de acabamento imperceptível ao toque, com sensação confortável e sem filme branco. - Sílica aerada: ativo de alta absorção que contribui para o controle da oleosidade e do brilho ao longo do dia.  Modo de Usar:  Utilizar diariamente mesmo em dias de chuva. Aplique abundantemente sobre a pele antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter a sua efetividade;80
Pó Compacto Protetor Solar FPS 50 Episol - Mantecorp Skincare - Clara; Mantecorp Skincare;brinde prada amostra prada paradoxe (Imagem ilustrativa);50
