prod-descr;prod-marca;prod-detalhe;prod_fps
 La Roche-Posay  Anthelios XL Protect FPS 60 Morena - Protetor Solar com Cor 40g ; La Roche-Posay ;Protetor solar com cor para todos os tipos de pele. Com toque seco, Anthelios XL Protect FPS 60 uniformiza o tom e protege do envelhecimento precoce causado pela exposição solar. O Protetor Solar La Roche-Posay Anthelios XL Protect FPS 60 cobre as imperfeições e conta com fórmula de tecnologia reforçada com complexo antioxidante de alta eficácia, para garantir proteção fotoestável contra os raios UVA, UVB e radicais livres induzidos por agentes externos. Anthelios XL Protect 60 também não deixa a pele oleosa ou pegajosa após o uso.  ;60
 La Roche-Posay  Anthelios XL Protect FPS60 - Protetor Solar 40g ; La Roche-Posay ;Protetor solar para todos os tipos de pele. Indicado para corpo e rosto, La Roche-Posay Anthelios XL Protect FPS60 possui fórmula oil free de rápida absorção, além de ser extremamente resistente à água. Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 garante alta proteção contra os raios UVA e UVB, sem deixar resíduos brancos na pele ou sensação pegajosa. Ainda traz fragrância leve e agradável, sem parabenos e dermatologicamente testado. ;60
 Latika  Sun Stick FPS50 - Protetor Solar Facial 20g ; Latika ;Protetor solar multifuncional. Latika Sun Stick FPS50 resiste às condições mais desafiadoras, tais como água e suor.O Protetor Solar Latika Sun Stick FPS50 em bastãoé totalmente transparente e de fácil aplicação, ideal para uso durante atividades físicas intensas ou no dia a dia, proporcionando uma proteção solar completa. Além de oferecer benefícios de proteção solar, este produto também atua como um tratamento redutor de linhas e clareador de marcas na pele, reduzindo a formação de rugas finas e uniformizando a tonalidade graças à sua fórmula com propriedades hidratantes, antioleosidade e calmantes. Comprovadamente eficaz, também auxilia na redução de marcas escuras e inflamações cutâneas, como as causadas por acne e feridas.;50
 Libbs  Filtrum Ultra Seco FPS30 - Protetor Solar Facial 60g ; Libbs ;Protetor solar facial para peles oleosas. Libbs Filtrum Ultra Seco FPS30 protege o rosto e diminui a oleosidade da pele.O Protetor Solar Facial Libbs Filtrum Ultra Seco FPS30 protege a pele contra os raios solares sem aumentar a oleosidade. Sua textura possui um toque aveludado que não resseca a pele. Ele é dermatologicamente e oftalmologicamente testado, não contém fragrância, é hipoalergênico e seu uso não provoca cravos.;30
 Mantecorp  Episol Acqua FPS 60 - Protetor Solar Facial 60ml ; Mantecorp ;Protetor solar facial. Mantecorp Episol Acqua FPS 60 é ideal para as peles mistas a oleosas, oferece alta proteção contra os raios UVA e UVB.O Protetor Solar Facial Mantecorp Episol Acqua FPS 60 promove toque seco com efeito antibrilho e sensação de frescor na pele, conta com ação antioxidante e antipoluição, reduz a oleosidade e poros dilatados por até 10 horas e é resistente à água e ao suor. É não comedogênico, não provoca cravos, dermatologicamente e oftalmologicamente testado e desenvolvido para peles extremamente sensíveis à queimadura solar. ;60
 Mantecorp  Episol Antiox FPS 60 - Protetor Solar 60g ; Mantecorp ;Protetor solar para todos os tipos de pele. Mantecorp Episol Antiox FPS 60 oferece muito alta proteção UV e antioxidante contra o envelhecimento.Protetor Solar Mantecorp Episol Antiox FPS 60 possui uma associação de antioxidantes que impedem a formação de radicais livres, com ação comprovada na prevenção dos sinais de envelhecimento cutâneo causados pelo sol e melhorando o estado geral da pele. Melhora a vitalidade e firmeza da pele incluindo aumento da hidratação. Reduz rugas e linhas de expressão. Oferece proteção muito alta contra os raios UVA e UVB.Preserva o colágeno através de uma tecnologia inovadora que minimiza os danos mais profundos na pele causados pelos raios infravermelhos, devido à ação antioxidante do produto. É rapidamente absorvida, sem deixar resíduos ou brilho. Protege a pele imediatamente após sua aplicação. O uso regular auxilia na prevenção do câncer de pele. Não comedogênico (não provoca cravos). Desenvolvida para pele extremamente sensível à queimadura solar.Possui resistência à água e suor.;60
 Mantecorp  Episol Color FPS 30 Pele Clara - Protetor Solar com Cor 40g ; Mantecorp ;          Protetor solar com FPS 30. Mantecorp Episol Color FPS 30 bloqueia os raios UV, infravermelho e luz visível com acabamento de maquiagem.                    Protetor Solar com Cor Mantecorp Episol Color FPS 30 possui amplo espectro solar que protege a pele dos raios UVA, UVB infravermelho A e luz visível, responsáveis pelo envelhecimento precoce, aparecimento de manchas e queimaduras na pele.                    Protetor Solar com Cor Mantecorp Episol Color FPS 30 dá acabamento uniforme e natural à pele com sua textura fondant com toque seco e efeito matte.         ;30
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;Protetor solar compacto. Mantecorp Episol Color Pó Compacto FPS 50 protege dos raios UV, infravermelho e luz visível e uniformiza o tom da pele.O Protetor Solar com Cor Mantecorp Episol Color Pó Compacto FPS 50 oferece amplo espectro solar contra os raios UVA, UVB infravermelho A e luz visível, responsáveis pelo envelhecimento precoce, surgimento de manchas e queimaduras na pele.Além disso, também retoca a maquiagem com cobertura natural, uniforme e matte da pele com o reforço da função fotoprotetora.;50
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;Protetor solar compacto. Mantecorp Episol Color Pó Compacto FPS 50 protege dos raios UV, infravermelho e luz visível e uniformiza o tom da pele.O Protetor Solar com Cor Mantecorp Episol Color Pó Compacto FPS 50 oferece amplo espectro solar contra os raios UVA, UVB infravermelho A e luz visível, responsáveis pelo envelhecimento precoce, surgimento de manchas e queimaduras na pele.Além disso, também retoca a maquiagem com cobertura natural, uniforme e matte da pele com o reforço da função fotoprotetora.;50
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Morena - Protetor Solar com Cor 10g ; Mantecorp ;Protetor solar compacto. Mantecorp Episol Color Pó Compacto FPS 50 protege dos raios UV, infravermelho e luz visível e uniformiza o tom da pele.O Protetor Solar com Cor Mantecorp Episol Color Pó Compacto FPS 50 oferece amplo espectro solar contra os raios UVA, UVB infravermelho A e luz visível, responsáveis pelo envelhecimento precoce, surgimento de manchas e queimaduras na pele.Além disso, também retoca a maquiagem com cobertura natural, uniforme e matte da pele com o reforço da função fotoprotetora.;50
 Mantecorp  Episol Color Tom 1 Extra Claro FPS 70 - Protetor Solar Facial com Cor 40ml ; Mantecorp ;Protetor solar facial. Mantecorp Episol Color FPS 70 oferece alta proteção contra os raios UVA/UVB, Luz Visível e Infravermelho A. Sua nova fórmula não possui cheiro. O Protetor Solar Facial Mantecorp Episol Color FPS 70 promove alta proteção e cobertura na pele com cor, de efeito natural matte e toque seco. A nova fórmula possui a tecnologia Soft Focus, suaviza as imperfeições, disfarça rugas finas, linhas de expressão e imperfeições da pele sem obstruir os poros. O uso regular do protetor solar auxilia na prevenção do câncer de pele e de outros efeitos danosos causados pelo sol.Hipoalergênico e não comedogênico.;70
 Mantecorp  Episol Color Tom 2 Claro FPS 70 - Protetor Solar Facial com Cor 40ml ; Mantecorp ;Protetor solar facial. Mantecorp Episol Color FPS 70 oferece alta proteção contra os raios UVA/UVB, Luz Visível e Infravermelho A. Sua nova fórmula não possui cheiro. O Protetor Solar Facial Mantecorp Episol Color FPS 70 promove alta proteção e cobertura na pele com cor, de efeito natural matte e toque seco. A nova fórmula possui a tecnologia Soft Focus, suaviza as imperfeições, disfarça rugas finas, linhas de expressão e imperfeições da pele sem obstruir os poros. O uso regular do protetor solar auxilia na prevenção do câncer de pele e de outros efeitos danosos causados pelo sol.Hipoalergênico e não comedogênico.;70
 Mantecorp  Episol Color Tom 3 Médio FPS 70 - Protetor Solar Facial com Cor 40ml ; Mantecorp ;Protetor solar facial. Mantecorp Episol Color FPS 70 oferece alta proteção contra os raios UVA/UVB, Luz Visível e Infravermelho A. Sua nova fórmula não possui cheiro. O Protetor Solar Facial Mantecorp Episol Color FPS 70 promove alta proteção e cobertura na pele com cor, de efeito natural matte e toque seco. A nova fórmula possui a tecnologia Soft Focus, suaviza as imperfeições, disfarça rugas finas, linhas de expressão e imperfeições da pele sem obstruir os poros. O uso regular do protetor solar auxilia na prevenção do câncer de pele e de outros efeitos danosos causados pelo sol.Hipoalergênico e não comedogênico.;70
 Mantecorp  Episol Color Tom 5 Negro FPS 70 - Protetor Solar Facial com Cor 40ml ; Mantecorp ;Protetor solar facial. Mantecorp Episol Color FPS 70 oferece alta proteção contra os raios UVA/UVB, Luz Visível e Infravermelho A. Sua nova fórmula não possui cheiro. O Protetor Solar Facial Mantecorp Episol Color FPS 70 promove alta proteção e cobertura na pele com cor, de efeito natural matte e toque seco. A nova fórmula possui a tecnologia Soft Focus, suaviza as imperfeições, disfarça rugas finas, linhas de expressão e imperfeições da pele sem obstruir os poros. O uso regular do protetor solar auxilia na prevenção do câncer de pele e de outros efeitos danosos causados pelo sol.Hipoalergênico e não comedogênico.;70
 Mantecorp  Episol Intense Bruma FPS 50 - Protetor Solar Facial 200ml ; Mantecorp ;Protetor Solar Facial. Mantecorp Episol Intense Bruma FPS 50 em spray, fácil de aplicar e com rápida absorção na pele. Possui ação hidratante e antioxidante.O Protetor Solar Facial Mantecorp Episol Intense Bruma FPS 50 possui alta proteção solar e pode ser usado em pele molhada. Sua textura é leve e possui um acabamento invisível.;50
 Mantecorp  Episol Sec OC FPS 60 - Protetor Solar Facial 60g ; Mantecorp ;          Protetor solar para peles oleosas com FPS 60. Mantecorp Episol Sec OC FPS 60 proporciona alta proteção contra a radiação com controle antioleosidade.                     Protetor Solar Mantecorp Episol Sec OC FPS 60 previne o envelhecimento precoce, o surgimento de manchas e queimaduras causado pelos raios UVA e UVB e infravermelho ao mesmo tempo em que a tecnologia Skin Self Control proporciona o controle da oleosidade, redução dos poros e sensação de pele limpa, com o toque seco e sem brilho.         ;60
 Mantecorp  Episol Sec Oc FPS 60 Claro - Protetor Solar Facial com Cor 60ml ; Mantecorp ;Protetor solar facial com cor para pele oleosa. Mantecorp Episol Sec Oc FPS 60 promove uma cobertura natural que uniformiza o tom da pele e controla a oleosidade da pele por 12h.O Protetor Solar Mantecorp Episol Sec Oc FPS 60 reduz a aparência dos poros e garante uma sensação de pele limpa, com toque seco e efeito matte. Além disso, possui alta proteção contra os raios UVA e UVB, infravermelho A e da luz visível. ;60
 Mantecorp  Episol Sec Oc FPS 60 Médio - Protetor Solar Facial com Cor 60ml ; Mantecorp ;Protetor solar facial com cor para pele oleosa. Mantecorp Episol Sec Oc FPS 60 promove uma cobertura natural que uniformiza o tom da pele e controla a oleosidade da pele por 12h.O Protetor Solar Mantecorp Episol Sec Oc FPS 60 reduz a aparência dos poros e garante uma sensação de pele limpa, com toque seco e efeito matte. Além disso, possui alta proteção contra os raios UVA e UVB, infravermelho A e da luz visível. ;60
 Mantecorp  Epsiol Smart Color FPS 50 - Protetor Solar Facial com Cor 40ml ; Mantecorp ;Protetor solar com cor para todos os tipos de pele. Mantecorp Smart Color FPS 50 revela a cor ao ser espalhado na pele, se adaptando a todos os tons.O Protetor Solar Mantecorp Smart Color FPS 50 oferece alta proteção contra os raios UVA e UVB e ajuda a proteger contra a luz visível. Além disso, possui ação antioxidante, rejuvenescedora, deixando a cútis com toque seco e aparência mais saudável.;50
 Mantecorp  Kit Episol Color Proteção e Uniformização (2 Produtos) ; Mantecorp ;Kit com protetores solares em cor para peles claras. Mantecorp Episol Color Proteção e Uniformização garante um rosto protegido e com tom uniforme.O Kit Mantecorp Episol Color Proteção e Uniformização conta com fórmulas de alta qualidade para manter sua pele livre dos danos causados pelos raios solares, como o surgimento de marcas pigmentadas, linhas de expressão e rugas. Além disso, também é capaz de uniformizar o tom da pele, proporcionando ainda mais beleza.;0
 Mantecorp  Kit Episol Color Uniformização e Proteção (2 Produtos) ; Mantecorp ;Kit com protetores solares em cor para peles negras. Mantecorp Episol Color Uniformização e Proteção mantém sua pele totalmente protegida e uniformizada.O Kit Mantecorp Episol Color Uniformização e Proteção uniformiza o tom da pele, diminuindo as irregularidades da face, ao mesmo tempo que bloqueia os raios solares, prevenindo contra danos nocivos causados pela exposição ao sol. Ideal para usar no dia a dia.;0
 Melora  Heliocare Max Defense Gel Creme Color Nude Light FPS 50 - Protetor Solar com Cor 50g ; Melora ;Protetor solarcom cor indicado para todos os tipos de pele. Além de proteger, cobre as pequenas imperfeições.                               Com ação antioxidante e antienvelhecimento, Heliocare Max Defense Gel Creme Color FPS 50, de Melora, protege a pele e minimiza os efeitos nocivos do sol. Para uma cobertura leve e natural, use diariamente, substituindo a base. Ele ainda pode ser usado na recuperação de procedimentos como peelings e lasers. Sua pele fica protegida e com as imperfeições disfarçadas.                              ;50
 Melora  Melora C Max Espuma FPS 50 - Protetor Solar Facial 45ml ; Melora ;Protetor solar facial em espuma. Melora C Max Espuma FPS 50 é indicado para peles jovens, protege a pele dos danos causados pela exposição ao sol. O Protetor Solar Facial Melora C Max Espuma FPS 50 conta com ação antioxidante, previne o surgimento de rugas e linhas finas causadas pelo sol. Além de prevenir e proteger, ele regula a tonalidade de peles que apresentarem alterações e pequenas manchas, deixando com a textura e o tom mais uniforme. ;50
 NIVEA  Nivea Sun Toque Seco Antissinais FPS 30 - Protetor Solar Facial 40ml ; NIVEA ;Protetor solar facial diário. Nivea Sun Toque Seco Antissinais FPS 30 possui textura leve, de rápida absorção, com toque seco e zero oleosidade.O Protetor Solar Nivea Sun Toque Seco AntissinaisFPS 30 oferece proteção de amplo espectro, contra raios UVA e UVB. Previne sinais de envelhecimento precoce como manchas, linhas e rugas, além de ter alta resistência à água. Não resseca e deixa a pele macia, com o toque confortável. Uma ótima opção para aplicar antes da maquiagem. ;30
 NIVEA  Nivea Sun Tripla Proteção Controle de Oleosidade FPS 65 - Protetor Solar Facial 40ml ; NIVEA ;Protetor solar facial. Nivea Sun Tripla Proteção Controle de Oleosidade FPS 65 protege dos raios UVA/UVB, combate radicais livres causados pela poluição, controla brilho e oleosidade, promovendo uma pele mais suave e macia.O Protetor Solar Facial Nivea Sun Tripla Proteção Controle de Oleosidade FPS 65 oferece alta proteção contra queimaduras solares e é indicado para peles extremamente sensíveis à queimadura solar. Possui fórmula ultraleve fluida, com alto poder de proteção solar e resistente à água e ao suor. Reduz a aparência dos poros e previne o surgimento de espinhas, enquanto promove efeito matte por 12 horas.;65
 NIVEA  SUN Beauty Expert Pele Equilibrada à Seca FPS 60 - Protetor Solar Facial 50g ; NIVEA ;Protetor solar facial para pele equilibrada à seca. NIVEA SUN Beauty Expert FPS 60* possui fórmula com Q10, que oferece ação antioxidante, e tem poder hidratante com toque de seda.O Protetor Solar Facial NIVEA SUN Beauty Expert Facial FPS 60* apresenta uma combinação que une alta proteção UVA/UVB com cuidados específicos da Pele Equilibrada a seca. Assim, garante uma poderosa ação para prevenir o envelhecimento da pele causado pela exposição solar.Fórmula dermatologicamente testada, de textura leve e rápida absorção*Atenção: Você poderá receber o produto com a embalagem antiga e fórmula com FPS 50 enquanto durarem os estoques.;60
 NIVEA  SUN Toque Seco Antissinais FPS 70 - Protetor Solar Facial 40ml ; NIVEA ;Protetor solar facial. NIVEA SUN Toque Seco Antissinais FPS 70 possui textura leve, de rápida absorção, com toque seco e zero oleosidade.O Protetor Solar Facial NIVEA SUN Toque Seco Antissinais FPS 70 oferece proteção de amplo espectro, contra raios UVA e UVB. Previne sinais de envelhecimento precoce como manchas, linhas e rugas. Não resseca e deixa a pele macia, com o toque confortável. Pode ser usado por todos os tipos de pele, até mesmo aquelas com tendência à oleosidade pois deixa uma textura sequinha e controla o brilho excessivo. Ótimo para aplicar antes da maquiagem. ;70
 NIVEA  Sun Beauty Expert Controle de Oleosidade FPS 60 Média - Protetor Solar Facial com Cor 50g ; NIVEA ;Protetor solar facial com cor para pele mista e oleosa. Nivea Sun Beauty Expert Controle de Oleosidade FPS 60 confere alta proteção, não obstrui os poros e controla a oleosidade da pele.O Protetor Solar Facial com Cor Nivea Sun Beauty Expert Controle de Oleosidade FPS 60 conta com efeito matte duradouro, auxilia na proteção contra os efeitos causados pela luz visível e também protege contra o envelhecimento prematuro da pele causado pelo sol. Apresenta fórmula de textura leve e não pegajosa. Dermatologicamente e oftalmologicamente testado.;60
 NIVEA  Sun Beauty Expert Facial Controle de Oleosidade FPS 60 - Protetor Solar Facial 50g ; NIVEA ;Protetor solar facial  para peles oleosas. NIVEA SUN Beauty Expert Facial Controle de Oleosidade FPS 50 oferece alta proteção UVA/UVB e hidratação com toque seco.O Protetor Solar NIVEA SUN Beauty Expert Facial Controle de Oleosidade FPS 50 traz fórmula oil free de textura leve, que garante maior conforto durante o uso, controla o brilho e promove efeito matte. Dermatologicamente testada.;60
 NIVEA  Sun Spot Control Luminous 630® FPS 60 - Protetor Solar Facial 40ml ; NIVEA ;Protetor solar facial. NIVEA Sun Spot Control Luminous 630® FPS 60 promove proteção imediata de curto e longo prazo contra os efeitos dos raios UVA e UVB, previne e reduz visivelmente marcas escurecidas causadas pelo sol.O Protetor Solar Facial NIVEA Sun Spot Control Luminous 630® FPS 60 apresenta fórmula fluida e não pegajosa, é enriquecido com ácido hialurônico e vitamina E, que garantem efeito revigorante e hidratante na pele. Auxilia na uniformização do tom da pele, proporcionando uma aparência iluminada.;60
 NIVEA  Sun Toque Seco Antissinais FPS 30 - Protetor Solar Facial 40ml ; NIVEA ;Protetor solar facial diário. Nivea Sun Toque Seco Antissinais FPS 30 possui textura leve, de rápida absorção, com toque seco e zero oleosidade.O Protetor Solar Nivea Sun Toque Seco AntissinaisFPS 30 oferece proteção de amplo espectro, contra raios UVA e UVB. Previne sinais de envelhecimento precoce como manchas, linhas e rugas, além de ter alta resistência à água. Não resseca e deixa a pele macia, com o toque confortável. Uma ótima opção para aplicar antes da maquiagem. ;30
 NIVEA  Sun Tripla Proteção Antissinais FPS50 - Protetor Solar Facial 40ml ; NIVEA ;Protetor solar facial. NIVEA Sun Tripla Proteção Antissinais FPS50 protege contra raios UVA/UVB, luz visível e dos radicais livres causados pela poluição. Garante o efeito de pele renovada em 4 semanas.O Protetor Solar Facial NIVEA Sun Tripla Proteção Antissinais FPS50 entrega uma textura ultraleve e não pesa no rosto, sua fórmula contém Algas Marinhas, que auxiliam no aumento da produção de Colágeno, reduzindo rugas e linhas de expressão. Também conta com Licochalcona A, um antioxidante que combate os radicais livres causados pela exposição à luz visível e poluição.;50
 NIVEA  Sun Tripla Proteção Pele Radiante FPS 50 - Protetor Solar Facial 40ml ; NIVEA ;Protetor solar facial. NIVEA Sun Tripla Proteção Pele Radiante FPS 50 é indicado para peles muito sensíveis à exposição solar, protege contra os raios UVA/UVB, luz visível e poluição.O Protetor Solar Facial NIVEA Sun Tripla Proteção Pele Radiante FPS 50 entrega uma textura ultraleve e não pesa no rosto. Sua fórmula contém extrato de Rosa de Hokkaido que possui alto poder antioxidante, hidrata e suaviza a pele deixando-a mais uniforme a partir de 2 semanas.;50
 NeoStrata  Kit Minesol FPS70 (2 Produtos) ; NeoStrata ;Kit com protetor solar corporal e facial. NeoStrata Minesol FPS70 oferece uma proteção avançada para a pele, evitando dados causados pelos raios UVA, UVB, luz visível, poluição e radicais livres.O Kit NeoStrata Minesol FPS70 traz fórmulas que proporcionam uma hidratação prolongada da derme, além oferecer ação antioleosidade e anti-idade. O combo ideal para quem deseja um cuidado completo da pele.Contém:NeoStrata Minesol Oil Control FPS70 - Protetor Solar Facial 40g: previne o envelhecimento precoce e protege dos efeitos nocivos do sol. NeoStrata Minesol Corpo & Rosto FPS70 - Protetor Solar Facial 120ml: é um fluido hidratante oil free de rápida absorção que protege e hidrata a pele.;70
 NeoStrata  Minesol Oil Control FPS 30 - Protetor Solar Facial 40g ; NeoStrata ;Protetor solar facial para pele oleosa. Com efeito matte e toque seco, Neostrata Minesol Oil Control FPS 30 controla a oleosidade por 8 horas. Ideal para quem procura proteção dos efeitos do sol, ação anti-oleosidade e prevenção de envelhecimento, tudo ao mesmo tempo.Protetor Solar Neostrata Minesol Oil Control FPS 30 protege a pele contra os raios UVA, UVB e luz visível. Possui efeito mate e ação antioxidante, além de toque seco e ser oil-free.A grande revolução do produto está na fórmula que combina ativos de antioleosidade e de Redutor de Linhas, além da textura leve, translúcida e fluida. Foi desenvolvido no Brasil especialmente para a pele brasileira.;30
 NeoStrata  Minesol Oil Control FPS 70 - Protetor Solar Facial 40g ; NeoStrata ;Protetor solar facial com textura gel-creme para pele oleosa. Neostrata Minesol Oil Control FPS 70 previne o envelhecimento precoce e protege dos efeitos nocivos do sol. O Protetor Solar Neostrata Minesol Oil Control FPS 70 promove proteção solar UVA/UVB diária de longa duração, com controle e redução da oleosidade excessiva da pele graças à sua fórmula oil-free. Além disso, conta com ação antioxidante, Redutor de Linhas e toque seco. ;70
 NeoStrata  Minesol Oil Control FPS 70 Pele Clara - Protetor Solar com Cor 40g ; NeoStrata ;Protetor solar com cor para peles mistas e oleosas. NeoStrata Minesol Oil Control FPS 70 tem ação avançada com redução de linhas pró-colágeno* e controle de oleosidade em um só produto. O Protetor Solar Com Cor NeoStrata Minesol Oil Control FPS 70 traz poderosos ativos antioxidantes na fórmula e reguladores de oleosidade, para disfarçar poros, evitar acne e brilho excessivo no rosto ao longo do dia. Sua pele fica uniformizada, mais jovem e protegida dos raios UVA/UVB e outros fatores externos. Formulado com textura leve, esse protetor NeoStrata com cor é não comedogênico e dermatologicamente testado. Ou seja: o que falta para sua rotina de skincare ficar completa! Está duvidando? Então confira aqui o que as clientes acham dos protetores solares NeoStrata Minesol.*Por uso contínuo do protetor solar e presença de neoglucosamina.;70
 NeoStrata  Minesol Oil Control FPS 70 Pele Morena - Protetor Solar com Cor 40g ; NeoStrata ;Protetor solar com cor para peles mistas e oleosas. NeoStrata Minesol Oil Control FPS 70 tem ação avançada com redução de linhas pró-colágeno* e controle de oleosidade em um só produto. O Protetor Solar Com Cor NeoStrata Minesol Oil Control FPS 70 traz poderosos ativos antioxidantes na fórmula e reguladores de oleosidade, para disfarçar poros, evitar acne e brilho excessivo no rosto ao longo do dia. Sua pele fica uniformizada, mais jovem e protegida dos raios UVA/UVB e outros fatores externos. Formulado com textura leve, esse protetor NeoStrata com cor é não comedogênico e dermatologicamente testado. Ou seja: o que falta para sua rotina de skincare ficar completa! Está duvidando? Então confira aqui o que as clientes acham dos protetores solares NeoStrata Minesol.*Por uso contínuo do protetor solar e presença de neoglucosamina.;70
 NeoStrata  Minesol Oil Control FPS 70 Pele Morena Mais - Protetor Solar com Cor 40g ; NeoStrata ;Protetor solar com cor para peles mistas e oleosas. NeoStrata Minesol Oil Control FPS 70 tem ação avançada com redução de linhas pró-colágeno* e controle de oleosidade em um só produto. O Protetor Solar Com Cor NeoStrata Minesol Oil Control FPS 70 traz poderosos ativos antioxidantes na fórmula e reguladores de oleosidade, para disfarçar poros, evitar acne e brilho excessivo no rosto ao longo do dia. Sua pele fica uniformizada, mais jovem e protegida dos raios UVA/UVB e outros fatores externos. Formulado com textura leve, esse protetor NeoStrata com cor é não comedogênico e dermatologicamente testado. Ou seja: o que falta para sua rotina de skincare ficar completa! Está duvidando? Então confira aqui o que as clientes acham dos protetores solares NeoStrata Minesol.*Por uso contínuo do protetor solar e presença de neoglucosamina.;70
 NeoStrata  Minesol Oil Control Sérum FPS 30 - Protetor Solar Facial 40g ; NeoStrata ;Protetor solar para peles mistas a oleosas. NeoStrata Minesol Oil Control Sérum FPS 30 diminui o brilho e a oleosidade da pele por 8 horas, enquanto protege contra a luz visível.Protetor Solar Neostrata Minesol Oil Control Sérum FPS 30 efeito mate e ação antioxidante, além de toque seco e ser oil-free, protegendo a pele contra os raios solares. Possui uma potente combinação de ativos que permite uma ação antioleosidade e Redutor de Linhas na pele, além de ser um sérum invisível.Sua fórmula exclusiva combina partículas que absorvem a oleosidade da pele e o agente feverfew, potente antioxidante que promove ação global de proteção e redução dos danos causados pelas agressões externas. O produto foi desenvolvido no Brasil especialmente para a pele brasileira, atendendo consumidores que procuram proteção dos efeitos do sol, ação anti-oleosidade e prevenção de envelhecimento. Tudo ao mesmo tempo, mas sem sobrecarregar a pele devido à sua textura sérum invisível.Dermatologicamente testado.;30
 NeoStrata  Minesol Rosto & Corpo FPS30 - Protetor Solar Fluido Hidratante 200ml ; NeoStrata ;Protetor solar para todos os tipos de pele. NeoStrata Minesol Rosto & Corpo FPS30 é resistente à água e ao suor, possui rápida absorção e pode ser usado tanto no rosto, quanto no corpo.O Protetor Solar Fluido Hidratante NeoStrata Minesol Rosto & Corpo FPS30 é um fluído hidratante oil free de rápida absorção que protege e hidrata a pele. Sua fórmula proporciona alta proteção contra os raios UVA e UVB, como queimaduras solares, envelhecimento prematuro da pele e manchas causadas pelo sol. Por ser Redutor de Linhas e antioxidante combate os radicais livres e agressões externas graças aos ativos dermatológicos Sepitonic e os filtros fotoestáveis do Extrato de Chá Verde combinados ao complexo de minerais energizantes com propriedades antiglicantes. Proporciona ação hidratante por até 8h, para a sensação de pele macia.O produto é oil free e espalha facilmente sobre a pele, sem deixar resíduos brancos, além disso, é muito resistente a água e ao suor. Dermatologicamente testado. Com fragrância.;30
 Neutrogena  Sun Fresh Derm Care FPS 30 - Protetor Solar Facial 40g ; Neutrogena ;Protetor solar facial para pele mista a oleosa. Neutrogena Sun Fresh Derm Care FPS 30 bloqueia os raios UVA e UVB, controla a oleosidade e excesso de brilho no rosto por 12 horas. O Protetor Solar Facial Neutrogena Sun Fresh Derm Care FPS 30 possui textura ultraleve e sequinha que é rapidamente absorvida pela pele. A exclusiva tecnologia HELIOPLEX®XP oferece muito alta proteção ampla e eficaz contra os raios UVA, UVB e ajuda a proteger contra a luz visível.Sua fórmula leve, garante rápida absorção e não permite que o rosto fique pegajoso após o uso. Ideal para manter a pele protegida, livre de marcas e brilho excessivo ao longo do dia. ;30
 Neutrogena  Sun Fresh Derm Care FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Protetor solar para peles mistas e oleosas. Neutrogena Sun Fresh 70 protege dos raios UVA e UVB, sem deixar sensação pegajosa no rosto graças à textura ultraleve e sequinha. O Protetor Solar Neutrogena Sun Fresh Derm Care FPS 70 proporciona uma solução altamente eficaz contra o brilho excessivo enquanto garante alto fator de proteção. Neutrogena Sun Fresh possui textura ultraleve é rapidamente absorvida, garantindo o controle de oleosidade por 12 horas.A exclusiva tecnologia HELIOPLEX®XP oferece muito alta proteção ampla e eficaz contra os raios UVA, UVB e ajuda a proteger contra a luz visível. Ideal para prevenir manchas, envelhecimento e outros problemas de pele causados pela exposição solar. ;70
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Clara - Protetor Solar Facial 40g ; Neutrogena ;Protetor solar com cor para peles mistas a oleosas. Com textura ultraleve e seca, Neutrogena Sun Fresh FPS 70 Derm Care garante alta proteção e controla a oleosidade por 12 horas. O Protetor Solar Neutrogena Sun Fresh Derm Care FPS 70 uniformiza o tom da pele e conta com fórmula multibenefícios: protege o rosto, possui complexo antioxidante até 5 vezes maior do que a vitamina C, disfarça poros, manchas e imperfeições, proporciona efeito matte e longa duração.Conta com textura levinha e sequinha que não derrete. A exclusiva tecnologia Helioplex XP oferece muito alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda a proteger contra a luz visível. Tudo isso em um único produto. ;70
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Morena - Protetor Solar Facial 40g ; Neutrogena ;Protetor solar com cor para peles mistas a oleosas. Com textura ultraleve e seca, Neutrogena Sun Fresh FPS 70 Derm Care garante alta proteção e controla a oleosidade por 12 horas. O Protetor Solar Neutrogena Sun Fresh Derm Care FPS 70 uniformiza o tom da pele e conta com fórmula multibenefícios: protege o rosto, possui complexo antioxidante até 5 vezes maior do que a vitamina C, disfarça poros, manchas e imperfeições, proporciona efeito matte e longa duração.Conta com textura levinha e sequinha que não derrete. A exclusiva tecnologia Helioplex XP oferece muito alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda a proteger contra a luz visível. Tudo isso em um único produto. ;70
