prod-descr;prod-;prod-comentario;prod-aval;analise_sentimento;sentimento;acuracidade
 ISDIN  Fusion Water 5 Stars FPS50 Color Média - Protetor Solar Facial com Cor 50ml ; ISDIN ;protetor solar excelente, gosto dele, porém busca protetor sequinho, nao tao seco, gosto peles glows, entao investimento vale;4.9;{'label': '3 stars', 'score': 0.4190366864204407};neutro;0.4190366864204407
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Média - Protetor Hidratante Facial 40g ; Garnier ;otima cobertura;4.9;{'label': '3 stars', 'score': 0.27835825085639954};neutro;0.27835825085639954
Protetor Solar Facial Vichy – Capital Soleil Purify - 40g; Vichy;alan r. cumpre oq promete produto bom atende expectativas sim, recomendo produto;4.9;{'label': '4 stars', 'score': 0.4999481439590454};positivo;0.4999481439590454
Protetor Solar Facial Vichy – Capital Soleil Purify - 40g; Vichy;0 heloisa s. produto ótimo. prazo entrega também. sim, recomendo produto;4.9;{'label': '1 star', 'score': 0.7123960852622986};negativo;0.7123960852622986
 ISDIN  Fotoprotector Fusion Water 5 Stars FPS 60 - Protetor Solar Facial 50ml ; ISDIN ;protetor solar bem fluído, deixa aspecto molecado pele cheiro forte.;4.9;{'label': '3 stars', 'score': 0.4151815176010132};neutro;0.4151815176010132
 ISDIN  Fotoprotector Fusion Water 5 Stars FPS 60 - Protetor Solar Facial 50ml ; ISDIN ;pele melhor protetor encontrei, pele oleosa uso maquiagem passo protetor, fica sequinha bonita.;4.9;{'label': '4 stars', 'score': 0.3530159592628479};positivo;0.3530159592628479
 ISDIN  Fotoprotector Fusion Water 5 Stars FPS 60 - Protetor Solar Facial 50ml ; ISDIN ;melhor protetor solar facial! fluído estado aquoso, vai manter pele sequinha protegida! compre medo independente tipo pele, escolha certeira! vale cada centavo!;4.9;{'label': '5 stars', 'score': 0.8715946674346924};positivo;0.8715946674346924
 ISDIN  Fotoprotector Fusion Water 5 Stars FPS 60 - Protetor Solar Facial 50ml ; ISDIN ;amo protetor, único realmente deixa pele sequinha!;4.9;{'label': '5 stars', 'score': 0.4256543517112732};positivo;0.4256543517112732
 ISDIN  Fotoprotector Fusion Water 5 Stars FPS 60 - Protetor Solar Facial 50ml ; ISDIN ;protetor solar bom. pele miata sensivel fica bem sequinho pele.;4.9;{'label': '4 stars', 'score': 0.45001792907714844};positivo;0.45001792907714844
 ISDIN  Fotoprotector Fusion Water 5 Stars FPS 60 - Protetor Solar Facial 50ml ; ISDIN ;protetor perfeito, ótimo pele oleosa, toque seco .;4.9;{'label': '5 stars', 'score': 0.7508965730667114};positivo;0.7508965730667114
 ISDIN  Fusion Water 5 Stars FPS50 Color Clara - Protetor Solar Facial com Cor 50ml ; ISDIN ;excelente! melhor protetor solar usei vida.;4.9;{'label': '5 stars', 'score': 0.9259199500083923};positivo;0.9259199500083923
 ISDIN  Fusion Water 5 Stars FPS50 Color Clara - Protetor Solar Facial com Cor 50ml ; ISDIN ;uso protetor alguns anos indicação dermatológica abro mão, adoro praticidade passar selar pó aplicar blush maquiada. textura pouco líquida alguns minutinhos pele fica sequinho. maravilhoso?;4.9;{'label': '2 stars', 'score': 0.3640393316745758};negativo;0.3640393316745758
 ISDIN  Fusion Water 5 Stars FPS50 Color Clara - Protetor Solar Facial com Cor 50ml ; ISDIN ;"adoro protetor solar! cobertura ""média"" perfeita dia dia. uso protetor, passo base pois gosto desse resultado ""natural"". uso tb noite. espalha bem fica gorduroso (tenho normal). espalho dedos primeiramente dou leves batidinhas esponja umedecida. produto fico sem!";4.9;{'label': '4 stars', 'score': 0.3392351567745209};positivo;0.3392351567745209
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Clara - Protetor Hidratante Facial 40g ; Garnier ;aplicação perfeita, pele oleosa fica bem sequinha aplicação.;4.9;{'label': '5 stars', 'score': 0.5412269234657288};positivo;0.5412269234657288
 ISDIN  Fusion Water 5 Stars FPS50 Color Clara - Protetor Solar Facial com Cor 50ml ; ISDIN ;protetor solar excelente, gosto dele, porém busca protetor sequinho, nao tao seco, gosto peles glows, entao investimento vale;4.9;{'label': '3 stars', 'score': 0.4190366864204407};neutro;0.4190366864204407
 ISDIN  Fusion Water 5 Stars FPS50 Color Clara - Protetor Solar Facial com Cor 50ml ; ISDIN ;pior protetor ja usei. pele mista fica super grudento, precisa selar pó pra usar. cobertura baixíssima, quase pior parte: arde olhos. pretendia usar somente ficar casa, preciso sair ele, acabou, qualquer gota suor chuva escorre fica todo branco, alem arder olhos. recomendo.;4.9;{'label': '2 stars', 'score': 0.3876720666885376};negativo;0.3876720666885376
 ISDIN  Fusion Water 5 Stars FPS50 Color Clara - Protetor Solar Facial com Cor 50ml ; ISDIN ;bom produto, pele fica sequinha.;4.9;{'label': '4 stars', 'score': 0.5544673800468445};positivo;0.5544673800468445
 Vichy  UV-Age Daily Sem Cor FPS 60 - Protetor Solar Facial 40g ; Vichy ;impactada! apesar bem fluido tomar cuidado pra escorrer. fica branco, fica melado! pele fica linda. simplesmente perfeito!;4.9;{'label': '1 star', 'score': 0.6962689161300659};negativo;0.6962689161300659
 Vichy  UV-Age Daily Sem Cor FPS 60 - Protetor Solar Facial 40g ; Vichy ;produtos vichy ótimos! protetor solar espalha bem, fica sequinho rende bastante! vale pena investimento!;4.9;{'label': '4 stars', 'score': 0.32184359431266785};positivo;0.32184359431266785
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;gostei desse pó, cobre bem pele, deixa toque aveludado, quero q fique grosso rosto passo pincel, fica ótimo.;4.9;{'label': '4 stars', 'score': 0.39574870467185974};positivo;0.39574870467185974
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;produto maravilhosoooooo!!! vale cada centavo, pra acostuma protetor solar cor acha meloso transfere pó excelente pra transferir ficar bem ladinho ??;4.9;{'label': '5 stars', 'score': 0.6053328514099121};positivo;0.6053328514099121
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;excelente cobertura pele;4.9;{'label': '5 stars', 'score': 0.6812231540679932};positivo;0.6812231540679932
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;perfeeitoo!! pó excelente, cobertura boa, bom aplicar ótima fazer reposição proteção solar. melhor pó compacto usei.;4.9;{'label': '5 stars', 'score': 0.8993986248970032};positivo;0.8993986248970032
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Clara - Protetor Solar com Cor 10g ; Mantecorp ;perfeito! comprem medo!! nunca usado pó compacto cobertura alta assim, além ter filtro solar, parece passou base alta cobertura fica bem sequinho, longo dia repassar tranquilamente, recomendo muito!;4.9;{'label': '5 stars', 'score': 0.825614333152771};positivo;0.825614333152771
 NIVEA  Sun Beauty Expert Facial Controle de Oleosidade FPS 60 - Protetor Solar Facial 50g ; NIVEA ;deveria ter comprado ótimo produto;4.9;{'label': '1 star', 'score': 0.6075581908226013};negativo;0.6075581908226013
 NIVEA  Sun Beauty Expert Facial Controle de Oleosidade FPS 60 - Protetor Solar Facial 50g ; NIVEA ;ótimo custo benefício. rende bastante. esfarela. deixa efeito exatamente mate, deixou aspecto oleoso. cheiro discreto. arde olhos.;4.9;{'label': '2 stars', 'score': 0.45518994331359863};negativo;0.45518994331359863
 NIVEA  Sun Beauty Expert Facial Controle de Oleosidade FPS 60 - Protetor Solar Facial 50g ; NIVEA ;gosto desse protetor. mantém pele rosto sequinha todo dia, deixa rosto esbranquiçado, boa textura, pegajoso, pele rosto bonita. ótimo custo benefício;4.9;{'label': '5 stars', 'score': 0.5763182044029236};positivo;0.5763182044029236
 NIVEA  Sun Beauty Expert Facial Controle de Oleosidade FPS 60 - Protetor Solar Facial 50g ; NIVEA ;parece creme, cheiro bom, fica branco fica bem efeito matte.;4.9;{'label': '3 stars', 'score': 0.46791157126426697};neutro;0.46791157126426697
 Anasol  FPS 70 - Protetor Solar Facial 60g ; Anasol ;fator principal ter comprado vegano, efeito sensacional. obrigada;4.9;{'label': '1 star', 'score': 0.30576789379119873};negativo;0.30576789379119873
 Anasol  FPS 70 - Protetor Solar Facial 60g ; Anasol ;realmente deixa sequinho, porém protetor líquido;4.9;{'label': '2 stars', 'score': 0.35162079334259033};negativo;0.35162079334259033
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;tá pra criarem protetor substtua esse. simplesmente perfeito;4.9;{'label': '5 stars', 'score': 0.6956630945205688};positivo;0.6956630945205688
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;gostei desse pó, cobre bem pele, deixa toque aveludado, quero q fique grosso rosto passo pincel, fica ótimo.;4.9;{'label': '4 stars', 'score': 0.39574870467185974};positivo;0.39574870467185974
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;produto maravilhosoooooo!!! vale cada centavo, pra acostuma protetor solar cor acha meloso transfere pó excelente pra transferir ficar bem ladinho ??;4.9;{'label': '5 stars', 'score': 0.6053328514099121};positivo;0.6053328514099121
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;excelente cobertura pele;4.9;{'label': '5 stars', 'score': 0.6812231540679932};positivo;0.6812231540679932
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;deixa pele super protegida oleosidade;4.9;{'label': '1 star', 'score': 0.4364640712738037};negativo;0.4364640712738037
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;perfeeitoo!! pó excelente, cobertura boa, bom aplicar ótima fazer reposição proteção solar. melhor pó compacto usei.;4.9;{'label': '5 stars', 'score': 0.8993986248970032};positivo;0.8993986248970032
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Extra Clara - Protetor Solar com Cor 10g ; Mantecorp ;perfeito! comprem medo!! nunca usado pó compacto cobertura alta assim, além ter filtro solar, parece passou base alta cobertura fica bem sequinho, longo dia repassar tranquilamente, recomendo muito!;4.9;{'label': '5 stars', 'score': 0.825614333152771};positivo;0.825614333152771
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Morena - Protetor Solar com Cor 10g ; Mantecorp ;perfeeitoo!! pó excelente, cobertura boa, bom aplicar ótima fazer reposição proteção solar. melhor pó compacto usei.;4.9;{'label': '5 stars', 'score': 0.8993986248970032};positivo;0.8993986248970032
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Morena - Protetor Solar com Cor 10g ; Mantecorp ;produto maravilhosoooooo!!! vale cada centavo, pra acostuma protetor solar cor acha meloso transfere pó excelente pra transferir ficar bem ladinho ??;4.9;{'label': '5 stars', 'score': 0.6053328514099121};positivo;0.6053328514099121
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Clara - Protetor Hidratante Facial 40g ; Garnier ;cor: comprei tom claro pois vi algumas resenhas falavam sobre protetor cor oxidar, deu super certo tom pele. textura: bem grosso, pouquinho difícil espalhar. efeito: acredito mista, pouco oleosas, pele bem oleosa, seguida apliquei ficou linda, suave, porém algumas horas acabou parecendo passado dia fritando pastel, testei dias quentes dias úmidos. pensei talvez melhor usar pó, assim jeito pele ficar brilho, rolou tambem, jeito vai usar ficar toalhinha bolsa;4.9;{'label': '2 stars', 'score': 0.4980843961238861};negativo;0.4980843961238861
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Média - Protetor Hidratante Facial 40g ; Garnier ;aplicação perfeita, pele oleosa fica bem sequinha aplicação.;4.9;{'label': '5 stars', 'score': 0.5412269234657288};positivo;0.5412269234657288
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Média - Protetor Hidratante Facial 40g ; Garnier ;cor: comprei tom claro pois vi algumas resenhas falavam sobre protetor cor oxidar, deu super certo tom pele. textura: bem grosso, pouquinho difícil espalhar. efeito: acredito mista, pouco oleosas, pele bem oleosa, seguida apliquei ficou linda, suave, porém algumas horas acabou parecendo passado dia fritando pastel, testei dias quentes dias úmidos. pensei talvez melhor usar pó, assim jeito pele ficar brilho, rolou tambem, jeito vai usar ficar toalhinha bolsa;4.9;{'label': '2 stars', 'score': 0.4980843961238861};negativo;0.4980843961238861
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Média - Protetor Hidratante Facial 40g ; Garnier ;segunda vez compro produto. primeira vez comprei médio amei textura, errei cor. dessa vez comprei claro, pois costumo usar base número 2, produto acabou produto super escuro tom pele, inclusive, super parecida cor média.;4.9;{'label': '1 star', 'score': 0.42171958088874817};negativo;0.42171958088874817
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Média - Protetor Hidratante Facial 40g ; Garnier ;cor clara fica escura (fica laranja), antioleosidade, cobre mal, transfere fragrância forte, enjoativa.;4.9;{'label': '2 stars', 'score': 0.4736018180847168};negativo;0.4736018180847168
 Eucerin  Sun Pigment Control FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;gosto bastante, segunda vez uso. bem sequinho.;4.9;{'label': '4 stars', 'score': 0.3959590494632721};positivo;0.3959590494632721
 Eucerin  Sun Pigment Control FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;melhores usei.;4.9;{'label': '5 stars', 'score': 0.5837567448616028};positivo;0.5837567448616028
 Eucerin  Sun Pigment Control FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;protetor solar perfeito usei vida. chegou rápido. tudo perfeito!;4.9;{'label': '5 stars', 'score': 0.8617619276046753};positivo;0.8617619276046753
 Eucerin  Sun Pigment Control FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;indicação dermato clarear melasma tbm todos feedbacks acredito maravilhoso .;4.9;{'label': '5 stars', 'score': 0.7108820080757141};positivo;0.7108820080757141
 Dermage  Photoage Water FPS50 - Protetor Solar 40g ; Dermage ;melhor protetor vida???fica saquinho arde olhos,amooo protetor ???;4.9;{'label': '1 star', 'score': 0.514564573764801};negativo;0.514564573764801
 Dermage  Photoage Water FPS50 - Protetor Solar 40g ; Dermage ;maravilhoso;4.9;{'label': '5 stars', 'score': 0.9141044616699219};positivo;0.9141044616699219
 Dermage  Photoage Water FPS50 - Protetor Solar 40g ; Dermage ;maravilhosoooo, melhor protetor ja usei, indicação dermatologista, nao craquela , super sequinho, nao escorre suor , podem comprar medo , nao vão arrepender !!;4.9;{'label': '5 stars', 'score': 0.9800018668174744};positivo;0.9800018668174744
Dermage Photoage Water FPS 50;Dermage;monik super recomendo pele sensível leve rosácea protetor deu super certo,não possui fragrância,ele realmente aquoso espalha bem rende bem,achei ótimo ,não deixa pele esbranquiçada! pele sensível posso usar qlqr um,e gostei vou manter agora , preço acessível tendo vista outros pele sensível. 1;4.9;{'label': '5 stars', 'score': 0.7180741429328918};positivo;0.7180741429328918
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;0 erica g. melhor protetor q usei, sequinho nada oleoso sim, recomendo produto;4.9;{'label': '1 star', 'score': 0.7226930260658264};negativo;0.7226930260658264
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;0 alice d. produto ótimo. uso tempo, melhor protetor pele oleosa. ótimo produto. uso tempo, melhor protetor solar pele oleosa. deixa pele sequinha e, dependendo rotina, dura dia todo. sim, recomendo produto;4.9;{'label': '1 star', 'score': 0.5925920009613037};negativo;0.5925920009613037
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;0 josy p. protetor solar preferido, perfeito pra pele oleosa, segura bem, espalha fácil deixa esbranquiçado. testei vários melhor. sim, recomendo produto;4.9;{'label': '1 star', 'score': 0.32690510153770447};negativo;0.32690510153770447
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;0 gabriela m. excelente! excelente protetor, cheiro, pele absorve rapidamente, bem leve, parece usando protetor. sim, recomendo produto;4.9;{'label': '5 stars', 'score': 0.7621544003486633};positivo;0.7621544003486633
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;josy p. protetor solar preferido, perfeito pra pele oleosa, segura bem, espalha fácil deixa esbranquiçado. testei vários melhor. sim, recomendo produto;4.9;{'label': '4 stars', 'score': 0.4786759316921234};positivo;0.4786759316921234
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;leandro n. bom, porém, ressalvas deixa pele seca, porém, tempo fica bem brilhosa. aplicar papel toalha resolve. sim, recomendo produto;4.9;{'label': '3 stars', 'score': 0.5540929436683655};neutro;0.5540929436683655
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;gosto desse protetor. pele fica sequinha.;4.9;{'label': '3 stars', 'score': 0.25669509172439575};neutro;0.25669509172439575
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;melhor protetor ja usei, deixa pele toque aveludado gostoso!;4.9;{'label': '5 stars', 'score': 0.848595142364502};positivo;0.848595142364502
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;toque seco, aveludado, ótima fixação pele;4.9;{'label': '1 star', 'score': 0.392006516456604};negativo;0.392006516456604
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;alice d. produto ótimo. uso tempo, melhor protetor pele oleosa. ótimo produto. uso tempo, melhor protetor solar pele oleosa. deixa pele sequinha e, dependendo rotina, dura dia todo. sim, recomendo produto;4.9;{'label': '3 stars', 'score': 0.4140093922615051};neutro;0.4140093922615051
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Clara - Protetor Hidratante Facial 40g ; Garnier ;otima cobertura;4.9;{'label': '3 stars', 'score': 0.27835825085639954};neutro;0.27835825085639954
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Clara - Protetor Hidratante Facial 40g ; Garnier ;cor clara fica escura (fica laranja), antioleosidade, cobre mal, transfere fragrância forte, enjoativa.;4.9;{'label': '2 stars', 'score': 0.4736018180847168};negativo;0.4736018180847168
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Clara - Protetor Hidratante Facial 40g ; Garnier ;segunda vez compro produto. primeira vez comprei médio amei textura, errei cor. dessa vez comprei claro, pois costumo usar base número 2, produto acabou produto super escuro tom pele, inclusive, super parecida cor média.;4.9;{'label': '1 star', 'score': 0.42171958088874817};negativo;0.42171958088874817
Dermage Photoage Water FPS 50;Dermage;aninha maravilhoso! fique olho preços melhor protetor solar diário vida! perdi contas quantos potes usei. deixa pele sequinha, melhora vermelhidão (quando pele sensível) fica zero resíduos. esfarela absolutamente nada (testei vários hidratantes seruns) some rapidamente! esposo usa deixa barba esbranquiçada. sei comporta piscina, menos resistente suor! deu certo usa ácido azelaico rotina skincare... deixou pele acabamento esbranquiçado seco (mesmo hidratante). deve ter reagido mal química ácido. único defeito mim. frasco dura cerca 1 mês usando todos dias (contando reaplicação), então acho possui melhor rendimento. protetor indispensável pele oleosa, sensível e/ou acneica, leve cheirinho alcoolico (mas some segundos). preço cheio (por volta r$95) acredito bom custo benefício. protetores conta orçamento aperta... vejo preço volta r$65 levo logo 2 3 vez parcelo investimento hahaha! ler 80;4.9;{'label': '1 star', 'score': 0.5900606513023376};negativo;0.5900606513023376
Dermage Photoage Water FPS 50;Dermage;castrogmn avaliação 3ª compra recomemdo produto, líquido deixa pele bem sequinha! particularmente sinto cheiro bônus. uso dia dia, praia dias quentes usem potente, pois sai + rápido precisa retocar vezes produto dura taanto bem líquido, ótimo! 1;4.9;{'label': '5 stars', 'score': 0.40093931555747986};positivo;0.40093931555747986
Dermage Photoage Water FPS 50;Dermage;stefanía s. protetor sequinho, deixa pele oleosa longo dia absorve rápido protetor maravilhosa. bem sequinho pele, espalha facilmente, deixa pele brilhando longo dia, absorve rápido, arde olho. fiquei receosa compra-lo, pois bioré acqua, segue praticamente mesma proposta, deixava pele super oleosa longo dia deu várias espinhas. dermage contrário. perfeito pretendo recomprar. 17;4.9;{'label': '5 stars', 'score': 0.5290905833244324};positivo;0.5290905833244324
 Eucerin  Sun Oil Control FPS 30 - Protetor Solar Facial 52g ; Eucerin ;produto leve rosto, esperando cheiro pouco suave. cheiro normal protetor solar;4.9;{'label': '2 stars', 'score': 0.4895271062850952};negativo;0.4895271062850952
 Eucerin  Sun Oil Control FPS 30 - Protetor Solar Facial 52g ; Eucerin ;protetor esse????? super sequinho. perfeito pele oleosa melhor tudo passei dia lembrava protetor. normalmente protetores algumas horas ardem olhos, ardeu nadinha;4.9;{'label': '1 star', 'score': 0.2947792112827301};negativo;0.2947792112827301
 Eucerin  Sun Oil Control FPS 30 - Protetor Solar Facial 52g ; Eucerin ;gostei experiência protetor. pele muuito oleosa, fez milagre questão deixar pele matte segurar tanto oleosidade, melhor outros testei mesma proposta, dias frios fica bom. fiquei impressionada textura dele, realmente creme leve some pele.;4.9;{'label': '5 stars', 'score': 0.25298723578453064};positivo;0.25298723578453064
 Eucerin  Sun Oil Control FPS 30 - Protetor Solar Facial 52g ; Eucerin ;simplesmente maravilhoso! deixou pele bonita sequinha durou horrores! tempo notei pele bem uniforme manchinhas. mega aprovado!;4.9;{'label': '5 stars', 'score': 0.9486461877822876};positivo;0.9486461877822876
 Eucerin  Sun Oil Control FPS 30 - Protetor Solar Facial 52g ; Eucerin ;melhor protetor pele mista oleosa! mantém pele sequinha dia todo esfarela, arde olhos, super fácil espalhar resistente suor. namorado pele oleosa dermatite único protetor irritou pele dele.;4.9;{'label': '5 stars', 'score': 0.45571768283843994};positivo;0.45571768283843994
 Eucerin  Sun Pigment Control FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;protetor solar bom,não pesa pele. adorei aplicador;4.9;{'label': '4 stars', 'score': 0.4402003288269043};positivo;0.4402003288269043
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Morena - Protetor Solar com Cor 10g ; Mantecorp ;excelente cobertura pele;4.9;{'label': '5 stars', 'score': 0.6812231540679932};positivo;0.6812231540679932
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Morena - Protetor Solar com Cor 10g ; Mantecorp ;deixa pele super protegida oleosidade;4.9;{'label': '1 star', 'score': 0.4364640712738037};negativo;0.4364640712738037
 Mantecorp  Episol Color Pó Compacto FPS 50 Pele Morena - Protetor Solar com Cor 10g ; Mantecorp ;gostei desse pó, cobre bem pele, deixa toque aveludado, quero q fique grosso rosto passo pincel, fica ótimo.;4.9;{'label': '4 stars', 'score': 0.39574870467185974};positivo;0.39574870467185974
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;0 carolina a. protetor favorito vida! nada igual.;4.9;{'label': '1 star', 'score': 0.4253615438938141};negativo;0.4253615438938141
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;vera a. melhor amo! melhor filtro solar usei, troco outro. além dar leve hidratada pele deixa oleosa sim, recomendo produto;4.9;{'label': '5 stars', 'score': 0.7482771277427673};positivo;0.7482771277427673
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;0 leandro n. bom, porém, ressalvas deixa pele seca, porém, tempo fica bem brilhosa. aplicar papel toalha resolve. sim, recomendo produto;4.9;{'label': '3 stars', 'score': 0.3587067425251007};neutro;0.3587067425251007
 Dermage  Photoage Water FPS50 - Protetor Solar 40g ; Dermage ;perfeitoooo;4.9;{'label': '5 stars', 'score': 0.6785770654678345};positivo;0.6785770654678345
 Dermage  Photoage Water FPS50 - Protetor Solar 40g ; Dermage ;melhor protetor vida, super sequinho cheiro, perfeito;4.9;{'label': '5 stars', 'score': 0.9194596409797668};positivo;0.9194596409797668
 Dermage  Photoage Water FPS50 - Protetor Solar 40g ; Dermage ;protetor solar favorito! sempre acaba recompro.;4.9;{'label': '5 stars', 'score': 0.8485932946205139};positivo;0.8485932946205139
Neutrogena Protetor Solar Facial Sun Fresh Derm Care FPS70 40g Kit - 2 unidades - Kit; Neutrogena;irmão n. pele oleosa vão amar !! protetor ótimo gostei sequinho deixa pele aveludada super recomendo! peles oleosas vão amar, aposte medo !! sim, recomendo produto;4.9;{'label': '1 star', 'score': 0.29029062390327454};negativo;0.29029062390327454
 Anasol  FPS 70 - Protetor Solar Facial 60g ; Anasol ;adoro protetores solares anasol. bons!!;4.9;{'label': '5 stars', 'score': 0.6810989379882812};positivo;0.6810989379882812
 Adcos  Fotoproteção Diária Ultra FPS 55 - Protetor Solar 120g ; Adcos ;protetor bom, uso algum tempo. dessa vez comprei, senti mudaram composição, pois leve ardência. motivo leva 5 estrelas.;4.9;{'label': '5 stars', 'score': 0.4318975508213043};positivo;0.4318975508213043
 Adcos  Fotoproteção Diária Ultra FPS 55 - Protetor Solar 120g ; Adcos ;melhor peles oleosas! troco nada.;4.9;{'label': '1 star', 'score': 0.49705031514167786};negativo;0.49705031514167786
 Adcos  Fotoproteção Diária Ultra FPS 55 - Protetor Solar 120g ; Adcos ;protetor solar maravilhoso, pele oleosa zona t indico.;4.9;{'label': '5 stars', 'score': 0.88669753074646};positivo;0.88669753074646
 Adcos  Fotoproteção Diária Ultra FPS 55 - Protetor Solar 120g ; Adcos ;embalagem maior imaginava, cobertura ótima absorção;4.9;{'label': '3 stars', 'score': 0.31361308693885803};neutro;0.31361308693885803
 Adcos  Fotoproteção Diária Ultra FPS 55 - Protetor Solar 120g ; Adcos ;ótimo produto, realmente surpreendeu;4.9;{'label': '5 stars', 'score': 0.7432336807250977};positivo;0.7432336807250977
 Adcos  Fotoproteção Diária com Ácido Hialurônico FPS50 Translúcido - Pó Compacto 11g ; Adcos ;adorei pó. uso cima protetor líquido dá acabamento bom. após fazer rotina manhã, finalizo protetor fica impressão maquiagem bem leve. vou trabalhar aspecto pele bem bonito. morena clara cor nude serviu bem!;5.0;{'label': '4 stars', 'score': 0.42713844776153564};positivo;0.42713844776153564
 Adcos  Fotoproteção Diária com Ácido Hialurônico FPS50 Translúcido - Pó Compacto 11g ; Adcos ;gostei muito, pessoa raça amarelo. visto havia nenhuma avaliação nesse sentido;5.0;{'label': '5 stars', 'score': 0.27546587586402893};positivo;0.27546587586402893
 Adcos  Fotoproteção Diária com Ácido Hialurônico FPS50 Nude - Pó Compacto 11g ; Adcos ;adorei pó. uso cima protetor líquido dá acabamento bom. após fazer rotina manhã, finalizo protetor fica impressão maquiagem bem leve. vou trabalhar aspecto pele bem bonito. morena clara cor nude serviu bem!;5.0;{'label': '4 stars', 'score': 0.42713844776153564};positivo;0.42713844776153564
 Adcos  Fotoproteção Diária com Ácido Hialurônico FPS50 Nude - Pó Compacto 11g ; Adcos ;cor ficou perfeita pele, textura pó creme adorei;5.0;{'label': '5 stars', 'score': 0.4120306968688965};positivo;0.4120306968688965
 Adcos  Fotoproteção Diária com Ácido Hialurônico FPS50 Nude - Pó Compacto 11g ; Adcos ;gostei muito, pessoa raça amarelo. visto havia nenhuma avaliação nesse sentido;5.0;{'label': '5 stars', 'score': 0.27546587586402893};positivo;0.27546587586402893
 Adcos  Fotoproteção Diária com Ácido Hialurônico FPS50 Nude - Pó Compacto 11g ; Adcos ;melhor!;5.0;{'label': '5 stars', 'score': 0.6012693643569946};positivo;0.6012693643569946
 Adcos  Fotoproteção Diária com Ácido Hialurônico FPS50 Nude - Pó Compacto 11g ; Adcos ;bom!;5.0;{'label': '5 stars', 'score': 0.5043857097625732};positivo;0.5043857097625732
 NeoStrata  Minesol Oil Control Sérum FPS 30 - Protetor Solar Facial 40g ; NeoStrata ;maravilhoso sérum, cheirinho bem suave, pele fica bem sequinha, melhor sérum usei.;5.0;{'label': '5 stars', 'score': 0.9357828497886658};positivo;0.9357828497886658
