prod_descricao;prod_marca;prod_avaliacao;prod_comentario
Protetor Solar Facial com Cor Vichy – Capital Soleil Purify - Clara;Marca Vichy;4.7;4 FlÁvia A.  Rende muito, vale pena. Rende muito, vale pena. Sim, recomendo produto
Protetor Solar La Roche Posey Anthelios Airlicium+ FPS80 - 40g;Marca La Roche-Posay;4.9;Giovanna A.  Indico Perfeito! Recomendo Sim, recomendo produto
Protetor Solar La Roche Posey Anthelios Airlicium+ FPS80 - 40g;Marca La Roche-Posay;4.9;0 Dayane R.  sequinha, zero oleosidade, acaba rapidinho kkk Sim, recomendo produto
Protetor Solar La Roche Posey Anthelios Airlicium+ FPS80 - 40g;Marca La Roche-Posay;4.9;0 Nadia r.  Deixa pele sequinha controla bem oleosidade. Ótimo protetor. Sim, recomendo produto
Protetor Solar La Roche Posey Anthelios Airlicium+ FPS80 - 40g;Marca La Roche-Posay;4.9;0 Karoline S.  Uso anos. Super proteção. deixa rosto oleoso. Fácil aplicação. Sim, recomendo produto
Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 - 40g;Marca La Roche-Posay;4.8;0 André a.  recebi mercadoria
Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 - 40g;Marca La Roche-Posay;4.8;0 Ana c.  La Roche maravilhosa! melhor protetor solar pra pele oleosa! Seca hora, fica pegajoso, deixa pele ressacada, fica macia, realmente protege! Amo! Sim, recomendo produto
Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 - 40g;Marca La Roche-Posay;4.8;0 Ana G.  Fica mate ficar ressecado marcar pele. prejudicou nada maquiagem cima dele. Achei funcionou Primer matificante. Sim, recomendo produto
Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 - 40g;Marca La Roche-Posay;4.8;Giselle R.  Uso anos protetor solar. Deixa pele sequinha macia. nada reclamar dele. Espero la Roche nunca mude formulação, pois antigo protetor usava melhor esse, mudar formulação ficou horrível. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;Julia p.  boa pra peles oleosas, fica bem sequinho, uso uns três anos. bom mesmo, uso faz uns três anos já, gosto porque fica sequinho pele. bom pra peles oleosas. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Karem y.  protetor solar deixa pele oleosa, esfarela momento passar, uso faz tempo, único deu certo pele, toque seco, absorve rápido Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Eliane a.  produtos qualidade Ótimo produto , adoro usar calor protege bem preço custo benefício fantástico. Chegou bem embalado entrega rápida. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Eliane A.  produtos qualidade Ótimo produto , adoro usar calor protege bem preço custo benefício fantástico. Chegou bem embalado entrega rápida. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Julia p.  boa pra peles oleosas, fica bem sequinho, uso uns três anos. bom mesmo, uso faz uns três anos já, gosto porque fica sequinho pele. bom pra peles oleosas. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;Jhenffe G.  deixa pele oleosa. Amo protetor. melhor custo benefício mercado. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;Eliane a.  produtos qualidade Ótimo produto , adoro usar calor protege bem preço custo benefício fantástico. Chegou bem embalado entrega rápida. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Tatiana M.  amo Gosto desse protetor porque ótimo custo benefício. Deixa pele leve efeito matte, arde olho fica esbranquiçado Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Cristiane G.  deixa pele oleosa. bom! Bem sequinho, deixa pele oleosa, fácil aplicação... Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Cyntia  Excelente produto. oleoso fica opaco. Ótimo custo benefício. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;Karem y.  protetor solar deixa pele oleosa, esfarela momento passar, uso faz tempo, único deu certo pele, toque seco, absorve rápido Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Jhenffe G.  deixa pele oleosa. Amo protetor. melhor custo benefício mercado. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Laís B.  surpreendi amei protetor, nunca comprado dessa marca, surgiu promoção acabei comprando pasma maravilhoso! Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Tarciana R.  Bom pra pele oleosa bom principalmente pele oleosa ótimo. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Juliana C.  Ótimo custo benefício. Bem denso, precisa espalha rápido pq seca rápido, hora espalha fica meio branquiçado,as logo some, toque seco, ajuda controlar oleosidade! Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;Miriam M.  parece render bastante, veio certinho bem embalado recomendo loja leve suave sequinho Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;Leandro F.  Ótimo protetor solar preço justo cheiro textura agradáveis. deixa pele oleosa. protegido bem. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;Tarciana R.  Bom pra pele oleosa bom principalmente pele oleosa ótimo. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g;Marca Neutrogena;4.8;0 Leandro F.  Ótimo protetor solar preço justo cheiro textura agradáveis. deixa pele oleosa. protegido bem. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml;Marca Neutrogena;4.8;Julia Q.  bom, sequinho. gostei protetor solar, achei durabilidade boa porque entra contato água escorre. Outro ponto importante toque tão sequinho, sente colentinho pele… procurando protetor solar rosto recomendo pegar específico porque arde olhos. Curta avaliação útil :) Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml;Marca Neutrogena;4.8;0 Marcela V.  Melhor protetor solar corporal! produto maravilhoso! Melhor protetor corpo. pele oleosa gosto queimar sol. segura bem. praia impediu queimaduras protege bem. Amo!! Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml;Marca Neutrogena;4.8;0 jeanine c.  ótimo rendimento,e fica pegajoso pele. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml;Marca Neutrogena;4.8;0 Sandra A.  Ótima qualidade Protetor solar bom, grudento, cheiro bom , rende espalhar Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml;Marca Neutrogena;4.8;0 Marcela v.  Melhor protetor solar corporal! produto maravilhoso! Melhor protetor corpo. pele oleosa gosto queimar sol. segura bem. praia impediu queimaduras protege bem. Amo!! Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml;Marca Neutrogena;4.8;Katherine F.  protetor fraquinho. Bom cheiro, tão boa embalagem. gostei cheiro, parece hidratante. gostei embalagem, abrir fechar fica difícil.
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml;Marca Neutrogena;4.8;0 Lúcia Q.  oleoso. Adere bem pele. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml;Marca Neutrogena;4.8;0 Ivana M.  Produtos neutrogena sempre bom Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml;Marca Neutrogena;4.8;0 Ana c.  Sequinho cheiroso Excelente quer umbproduto espalha bem nao foca pegajoso demais, cheirinho otimo. Unica ressalva fechamento embalagem nao tão bom, nunca deixo comprar Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml;Marca Neutrogena;4.8;0 CAROLINA C.  Sequinho cheiroso Excelente quer umbproduto espalha bem nao foca pegajoso demais, cheirinho otimo. Unica ressalva fechamento embalagem nao tão bom, nunca deixo comprar Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml;Marca Neutrogena;4.8;0 Lúcia Q.  oleoso. Adere bem pele. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml;Marca Neutrogena;4.8;Katherine F.  protetor fraquinho. Bom cheiro, tão boa embalagem. gostei cheiro, parece hidratante. gostei embalagem, abrir fechar fica difícil.
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml;Marca Neutrogena;4.8;0 Ivana M.  Produtos neutrogena sempre bom Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml;Marca Neutrogena;4.8;0 CAROLINA C.  Sequinho cheiroso Excelente quer umbproduto espalha bem nao foca pegajoso demais, cheirinho otimo. Unica ressalva fechamento embalagem nao tão bom, nunca deixo comprar Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml;Marca Neutrogena;4.8;0 Ana c.  Sequinho cheiroso Excelente quer umbproduto espalha bem nao foca pegajoso demais, cheirinho otimo. Unica ressalva fechamento embalagem nao tão bom, nunca deixo comprar Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml;Marca Neutrogena;4.8;Giúlia R.  Protetor solar qualidade, bom custo-benefício! Ótimo protetor, fácil espalhar, oleoso. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml;Marca Neutrogena;4.8;0 Fabiana Y.  Sistema fechamento difícil produto bom embalagem difícil usar! recomendo apenas embalagem sistema fechamento tão duro prestar atenção direito realmente fechado vaza tudo. Não, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml;Marca Neutrogena;4.8;0 Anelena M.  recebi produto. Não, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml;Marca Neutrogena;4.8;0 Jeane M.  produto bom! Uso recomendo. problema tampa fecha direito, posição q q ficar, inviabiliza colocá-lo verticalmente. x qdo tampas vem problema. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml;Marca Neutrogena;4.8;Giúlia R.  Protetor solar qualidade, bom custo-benefício! Ótimo protetor, fácil espalhar, oleoso. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml;Marca Neutrogena;4.8;0 Jeane M.  produto bom! Uso recomendo. problema tampa fecha direito, posição q q ficar, inviabiliza colocá-lo verticalmente. x qdo tampas vem problema. Sim, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml;Marca Neutrogena;4.8;0 Anelena M.  recebi produto. Não, recomendo produto
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml;Marca Neutrogena;4.8;0 Fabiana Y.  Sistema fechamento difícil produto bom embalagem difícil usar! recomendo apenas embalagem sistema fechamento tão duro prestar atenção direito realmente fechado vaza tudo. Não, recomendo produto
Protetor Solar SkinCeuticals - UV Oil Defense FPS 80 - 40g;Marca Skinceuticals;4.8;0 Gabriela M.  excelente! Acredito pele oleosa ideal, super sequinho Sim, recomendo produto
Protetor Solar SkinCeuticals - UV Oil Defense FPS 80 - 40g;Marca Skinceuticals;4.8;0 Virginia M.  Oil free Toque seco fácil aplicar Sim, recomendo produto
Protetor Solar SkinCeuticals - UV Oil Defense FPS 80 - 40g;Marca Skinceuticals;4.8;Bruna R.  protetor solar denso, tão aquoso. pouco dificuldade espalhar, principalmente laterais, perto cabelo. Porém, deixa pele bem sequinha. dermatologista indicou
Protetor Solar SkinCeuticals - UV Oil Defense FPS 80 - 40g;Marca Skinceuticals;4.8;0 Simone f.  recomendo, pois textura maravilhosa. Sim, recomendo produto
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal;Marca Skinceuticals;4.7;0 Luciana C.  Cumpre promete Cor espalha fica homogênea facilmente. Toque realmente seco. Brilho zero. perfeição
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal;Marca Skinceuticals;4.7;Fabiola R.  Logo voltarei comprar novamente bom, cobre rosto base além proteger bastante desse sol escaldante. Sim, recomendo produto
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal;Marca Skinceuticals;4.7;0 joanna g.  tudo esperava Achei seco. desliza pele. Sim, recomendo produto
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal;Marca Skinceuticals;4.7;0 Laira B.  Ótima cobertura proteção! Gostei muito!! Sim, recomendo produto
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal;Marca Skinceuticals;4.7;0 Andreza C.  cor adapta facilidade textura perfeita. Sim, recomendo produto
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal;Marca Skinceuticals;4.7;Laira B.  Ótima cobertura proteção! Gostei muito!! Sim, recomendo produto
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g;Marca Neutrogena;4.8;Lizmari g.  bom! Sim, recomendo produto
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g;Marca Neutrogena;4.8;0 Kamilly F.  Ótimo custo benefício Adoro sabonete, uso bom tempo! limpa pele, controla oleosidade, irrita degrada (e olha pele sensível) ótimo custo benefício! contar cheirinho pêssego suave Sim, recomendo produto
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g;Marca Neutrogena;4.8;0 Polyana A.  pode usado dia dia limpeza refrescancia,cumpre promete rotulo
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g;Marca Neutrogena;4.8;0 Cinthia D.  ameiiii sabonete Sim, recomendo produto
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g;Marca Neutrogena;4.7;0 Valeria C.  deixa pele macia sequinha, amei Sim, recomendo produto
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g;Marca Neutrogena;4.7;Nathalia S.  segunda vez compro gostei efeito pele (oleosa acne). deixou ressecada ajudou textura.
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g;Marca Neutrogena;4.7;0 Viviane M.  Ainda usei Ainda usei. Sim, recomendo produto
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g;Marca Neutrogena;4.7;0 Mônica D.  marca diz tudo, excelente ?? Sim, recomendo produto
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g;Marca Neutrogena;4.7;0 Viviane M.  Ainda usei Ainda usei. Sim, recomendo produto
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g;Marca Neutrogena;4.7;0 Mônica D.  marca diz tudo, excelente ?? Sim, recomendo produto
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g;Marca Neutrogena;4.7;Nathalia S.  segunda vez compro gostei efeito pele (oleosa acne). deixou ressecada ajudou textura.
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g;Marca Neutrogena;4.7;0 Valeria C.  deixa pele macia sequinha, amei Sim, recomendo produto
Sabonete Líquido Facial SkinCeuticals - Blemish Cleansing Gel - 60g;Marca Skinceuticals;4.8;0 Jhanna F.  Bom, caro. Limpa bem pele arde irrita. Gostei bastante, acho meio caro. sei vale custo/benefício… Sim, recomendo produto
Sabonete Líquido Facial SkinCeuticals - Blemish Cleansing Gel - 60g;Marca Skinceuticals;4.8;0 Krysla M.  melhor todos, fico sem! Sim, recomendo produto
Sabonete Líquido Facial SkinCeuticals - Blemish Cleansing Gel - 60g;Marca Skinceuticals;4.8;0 Noely A.  pele outra após 2 semanas recomendei todas pessoas próximas. metolado fica pele pós lavagem surreal. duas semana vi senti diferença Sim, recomendo produto
Sabonete Líquido Facial SkinCeuticals - Blemish Cleansing Gel - 60g;Marca Skinceuticals;4.8;Barbara S.  Potente, gentil pele Gostei imaginei, tanto usando corpo todo, primeira vez comprei ajudando controle acne corporal. Sim, recomendo produto
SkinCeuticals UV Oil Defense Kit com 2 Unidades – Protetor Solar Facial FPS80 – 40g - Kit;Marca Skinceuticals;5.0;0 Renata T.  Maravilhoso! Deixa sequinha. cheiro. Sim, recomendo produto
SkinCeuticals UV Oil Defense Kit com 2 Unidades – Protetor Solar Facial FPS80 – 40g - Kit;Marca Skinceuticals;5.0;0 Jeremias T.  uso tempo, perfeito. Sim, recomendo produto
SkinCeuticals UV Oil Defense Kit com 2 Unidades – Protetor Solar Facial FPS80 – 40g - Kit;Marca Skinceuticals;5.0;0 Roseli S.  Confiabilidade empresa Excelente produto empresa confiável, entrega prazo. Sim, recomendo produto
SkinCeuticals UV Oil Defense Kit com 2 Unidades – Protetor Solar Facial FPS80 – 40g - Kit;Marca Skinceuticals;5.0;Aline  Amei produto! Fica sequinho pele. Uso muitos anos. Sim, recomendo produto
Sérum Hidratante Neutrogena – Hydro Boost - 30ml;Marca Neutrogena;4.7;0 Odeon F.  Textura sérum realmente hidratada Produto extremamente leve, deixa pele realmente hidratada Sim, recomendo produto
Sérum Hidratante Neutrogena – Hydro Boost - 30ml;Marca Neutrogena;4.7;0 Danielle M.  Ótimo Ótimo produto. Deixa pele bem hidratada viçosa. Sim, recomendo produto
Sérum Hidratante Neutrogena – Hydro Boost - 30ml;Marca Neutrogena;4.7;0 Bianka R.  HIdratação medida certa Perfeito, hidrata deixar pele oleosa seca, hidratação medida certa Sim, recomendo produto
Sérum Hidratante Neutrogena – Hydro Boost - 30ml;Marca Neutrogena;4.7;Liliane D.  produto prático qualidade expetacular. Produto excelente qualidade. Sim, recomendo produto
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml;Marca Neutrogena;4.6;0 Maria c.  bom tira bem maquiagem impurezas final dia. To amando usar! deixa pele repuxando ardendo Sim, recomendo produto
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml;Marca Neutrogena;4.6;0 Elisangela M.  Limpa bem pele Sim, recomendo produto
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml;Marca Neutrogena;4.6;0 Nicole D.  Amo água micelar, principalmente porque pele oleosa uso maquiagem dia dia conta trabalho. remove facilmente impurezas, cheiro bom sinto ajuda controle oleosidade. usei outras, nada compara ela. Sim, recomendo produto
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml;Marca Neutrogena;4.6;Amilca P.  Seca rápido limpa perfeitamente impurezas pele. excelente produto. usava outras marcas, surpreendeu muito. Maravilhosa!! Sim, recomendo produto
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml;Marca Neutrogena;4.6;0 Elisangela M.  Limpa bem pele Sim, recomendo produto
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml;Marca Neutrogena;4.6;0 Maria c.  bom tira bem maquiagem impurezas final dia. To amando usar! deixa pele repuxando ardendo Sim, recomendo produto
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml;Marca Neutrogena;4.6;Amilca P.  Seca rápido limpa perfeitamente impurezas pele. excelente produto. usava outras marcas, surpreendeu muito. Maravilhosa!! Sim, recomendo produto
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml;Marca Neutrogena;4.6;0 Nicole D.  Amo água micelar, principalmente porque pele oleosa uso maquiagem dia dia conta trabalho. remove facilmente impurezas, cheiro bom sinto ajuda controle oleosidade. usei outras, nada compara ela. Sim, recomendo produto
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml;Marca Neutrogena;4.8;Maria e.  gostei cheiro Sim, recomendo produto
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml;Marca Neutrogena;4.8;0 Ariany S.  pele ficou oleosa, depende cada Sim, recomendo produto
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml;Marca Neutrogena;4.8;0 Graciete c.  Produto maravilhoso. pele fica limpa hidratada macia. Sim, recomendo produto
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml;Marca Neutrogena;4.8;0 Maria l.  Compro indicação dermatologista. Tira fácil make. Inclusive rimel Mac, usa sabe q bem chato sair. Sim, recomendo produto
