prod_descricao;prod_marca;prod_detalhe;prod_fps
Protetor Solar Facial Efeito Base Fps45 Bege - Pele Morena;Farmácia Artesanal;Descrição do produto O Protetor Solar Color Base FPS 45 Artesanal é compatível com todos os tipos de pele e são ideais para quem busca a praticidade da proteção diária com a suavização de imperfeições. Sua formulação exclusiva garante alta proteção UVA e UVB, é foto-estável, o que reduz a formação de radicais livres, não irrita a pele, pois é toxicologicamente seguro, apresenta excelente absorção, contém vitaminas na sua composição e hidrata a pele, além de ser resiste a água. Cores x Tonalidades de pele: Peach - pele clara Bege - pele morena Sem Parabenos. Consulte sempre seu dermatologista.;45
Protetor Solar Facial FPS 35 60g - Anasol;Anasol;Descrição do produto O Protetor Solar Facial FPS 60g da Anasol é um produto essencial para a proteção diária da pele contra os efeitos nocivos dos raios solares. Este protetor solar oferece uma alta proteção contra os raios UVA e UVB, prevenindo queimaduras solares e ajudando a evitar o envelhecimento precoce da pele. Indicado para todos os tipos de pele, especialmente para peles sensíveis e claras, que necessitam de alta proteção solar.;35
Protetor Solar Facial FPS 50 60g - Anasol;Anasol;Descrição do produto Anasol Protetor Solar Facial FPS 50 - 60g;50
Protetor Solar Facial FPS 70 60g - Anasol;Anasol;Descrição do produto O Protetor Solar Facial FPS 60g da Anasol é um produto essencial para a proteção diária da pele contra os efeitos nocivos dos raios solares. Este protetor solar oferece uma alta proteção contra os raios UVA e UVB, prevenindo queimaduras solares e ajudando a evitar o envelhecimento precoce da pele. Indicado para todos os tipos de pele, especialmente para peles sensíveis e claras, que necessitam de alta proteção solar.;70
Protetor Solar Facial FPS 75 60g - Anasol;Anasol;Descrição do produto O Protetor Solar Facial FPS 60g da Anasol é um produto essencial para a proteção diária da pele contra os efeitos nocivos dos raios solares. Este protetor solar oferece uma alta proteção contra os raios UVA e UVB, prevenindo queimaduras solares e ajudando a evitar o envelhecimento precoce da pele. Indicado para todos os tipos de pele, especialmente para peles sensíveis e claras, que necessitam de alta proteção solar.;75
Protetor Solar Facial FPS 99 60g - Anasol;Anasol;Descrição do produto O Protetor Solar Facial FPS 60g da Anasol é um produto essencial para a proteção diária da pele contra os efeitos nocivos dos raios solares. Este protetor solar oferece uma alta proteção contra os raios UVA e UVB, prevenindo queimaduras solares e ajudando a evitar o envelhecimento precoce da pele. Indicado para todos os tipos de pele, especialmente para peles sensíveis e claras, que necessitam de alta proteção solar.;99
Protetor Solar Facial FPS30 Base Morena Nupill 30g, Nupill, Marom Claro;Condor Brasil;Descrição do produto Protege seu Rosto do sol e Ainda atua como base. Previne o envelhecimento precoce da pele causado por raios solares, Corrige pequenas imperfeições e uniformiza o tom da pele. Alto poder de Hidratação.;30
Protetor Solar Facial Hipoalergênico Alta Proteção UVA e UVB Allergic Center 50gr (FPS 30);Allergic Center;Descrição do produto Apresentamos o Protetor Solar Facial de Alta Proteção UVA+UVB da Allergic Center, sua defesa definitiva contra os raios solares nocivos!  Não deixe que o sol estrague seu dia, mesmo em dias nublados! Nosso protetor solar oferece alta proteção contra os raios UVA e UVB, garantindo que sua pele permaneça segura e saudável.  Fabricados com ingredientes de alta qualidade provenientes da renomada BASF da Alemanha, os protetores solares FPS 30 e 60 da Allergic Center foram projetados para proteger a camada protetora da sua pele e proteger o colágeno natural da pele. Diga adeus ao envelhecimento precoce e desfrute de uma pele jovem e radiante!  Adequada para todas as idades, inclusive crianças e idosos, nossa fórmula hipoalergênica oferece proteção confiável sem causar irritação. Você pode confiar em nossos filtros solares altamente eficazes para manter sua pele protegida dos raios UV prejudiciais durante todo o ano.  Adultos podem usar filtro solar infantil, porém as crianças não podem usar filtros solares comercializados para adultos. O filtro solar da Allergic Center são formulados com ativos que protegem a pele de adultos e crianças e ainda são isentos de ativos potencialmente alergênicos como as Benzofenonas, ingrediente comumente usado em protetores solares e que possui diversos efeitos negativos, também não contém derivados de petróleo, parabenos, corantes e essência.  Então, por que esperar? Aproveite o sol com confiança com o Protetor Solar Facial de Alta Proteção UVA+UVB da Allergic Center. Adquira o seu agora mesmo e desfrute de aventuras ao sol sem preocupações!  É indicado para pele extremamente sensível a queimaduras solares.  Modo de usar: Aplique abundantemente antes da exposição ao sol, sobre a pele limpa e seca. Reaplicar após sudorese intensa, nadar ou banhar-se, secar-se com a toalha e durante a exposição ao sol. Resistente à água.;30
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps30 40G;L'Oréal Brasil;Descrição do produto O NOVO L’ORÉAL PARIS SOLAR EXPERTISE Antioleosidade FPS 30 é um protetor solar facial de uso diário desenvolvido especialmente para peles oleosas. Sua fórmula possui filtros solares de altíssima eficácia que entrega alta proteção contra os raios UVA/UVB e Ácido Salicílico, ativo muito utilizado por dermatologistas para reduzir o excesso de oleosidade, garantindo assim uma sensação de pele limpa com 12h de efeito matte e prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares). Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula com Ácido Salicílico de alta tecnologia controla a oleosidade com efeito matte 12h, possui rápida absorção oil-free e resistência à água. BENEFÍCIOS: - Controla a oleosidade. 12h de efeito matte. - Textura leve, fácil de espalhar e oil free. - Alta proteção contra raios UVA e UVB - Previne o envelhecimento solar - Previne rugas e manchas solares - Previne contra queimaduras de sol - Reduz o brilho - Rápida absorção;30
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 1.0 Clara 40G;L'Oréal Brasil;Descrição do produto O NOVO L’ORÉAL PARIS SOLAR EXPERTISE Antioleosidade FPS 60 é um protetor solar facial de uso diário desenvolvido especialmente para peles oleosas. Sua fórmula possui filtros solares de altíssima eficácia que entrega alta proteção contra os raios UVA/UVB e Ácido Salicílico, ativo muito utilizado por dermatologistas para reduzir o excesso de oleosidade, garantindo assim uma sensação de pele limpa com 12h de efeito matte e prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares). Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula com Ácido Salicílico de alta tecnologia controla a oleosidade com efeito matte 12h, possui rápida absorção oil-free e resistência à água. BENEFÍCIOS: - Uniformiza a pele com cobertura com cor - Controla a oleosidade. 12h de efeito matte. - Textura leve, fácil de espalhar e oil free. - Alta proteção contra raios UVA e UVB - Previne o envelhecimento solar - Previne rugas e manchas solares - Previne contra queimaduras de sol - Reduz o brilho - Rápida absorção;60
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;Descrição do produto O NOVO L’ORÉAL PARIS SOLAR EXPERTISE Antioleosidade FPS 60 é um protetor solar facial de uso diário desenvolvido especialmente para peles oleosas. Sua fórmula possui filtros solares de altíssima eficácia que entrega alta proteção contra os raios UVA/UVB e Ácido Salicílico, ativo muito utilizado por dermatologistas para reduzir o excesso de oleosidade, garantindo assim uma sensação de pele limpa com 12h de efeito matte e prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares). Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula com Ácido Salicílico de alta tecnologia controla a oleosidade com efeito matte 12h, possui rápida absorção oil-free e resistência à água. BENEFÍCIOS: - Uniformiza a pele com cobertura com cor - Controla a oleosidade. 12h de efeito matte. - Textura leve, fácil de espalhar e oil free. - Alta proteção contra raios UVA e UVB - Previne o envelhecimento solar - Previne rugas e manchas solares - Previne contra queimaduras de sol - Reduz o brilho - Rápida absorção;60
Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas Fps 60 Com Cor 40G;L'Oréal Paris;Descrição do produto L’ORÉAL PARIS SOLAR EXPERTISE Antirrugas FPS 60 COM COR é um protetor solar facial de uso diário desenvolvido para todos os tipos de pele. Possui filtros solares de altíssima eficácia que entregam alta proteção contra os raios UVA/UVB, prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares). NOVA EMBALAGEM & MESMA FÓRMULA. Dupla ação antienvelhecimento: sua fórmula é enriquecida com Ativo Hialurônico que hidrata a pele, reduzindo e prevenindo o surgimento de rugas graças a sua ação preenchedora. Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula de alta tecnologia é de fácil aplicação, possui rápida absorção oil-free e resistência à água. BENEFÍCIOS: - Alta proteção contra raios UVA e UVB - Previne contra queimaduras de sol - Previne rugas e hidrata a pele, devido ao Ativo Hialurônico. - Previne o envelhecimento solar - Previne rugas e manchas solares - Hidrata a pele - Rápida absorção - Hidrata a pele - Textura de rápida absorção e oil free;60
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade Cor Média FPS 60, 40g;L'Oréal Paris;Descrição do produto UV Defender, de L'Oréal Paris, é um protetor solar diário anti-fotoenvelhecimento e antioleosidade que protege a sua pele dos raios UV, do envelhecimento precoce e uniformiza a pele. Previne linhas de expressão, rugas e manchas solares. Protetor de amplo espectro, sistema de filtros potencializado com Mexoryl SX e filtros UVA longos FPS 60. Previne o envelhecimento precoce da pele proveniente dos raios UV: linhas de expressão, rugas e manchas solares. Sua fórmula é enriquecida com ativo hialurônico, conhecido por sua capacidade de reter até 1000 vezes seu peso em água. Este ingrediente ajuda a manter o nível de hidratação na pele, prevenindo o aparecimento de novas linhas. Benefícios: - Anti-Fotoenvelhecimento - Antioleosidade - Previne Linhas de Expressão - Previne Rugas - Previne Manchas Solares - Protege dos Raios UV com FPS 60 - Com cor: Uniformiza a Pele;60
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade FPS 60, 40g;L'Oréal Paris;Descrição do produto UV Defender, de L'Oréal Paris, é um protetor solar diário anti-fotoenvelhecimento e antioleosidade que protege a sua pele dos raios UV, do envelhecimento precoce e uniformiza a pele. Previne linhas de expressão, rugas e manchas solares. Protetor de amplo espectro, sistema de filtros potencializado com Mexoryl SX e filtros UVA longos FPS 60. Previne o envelhecimento precoce da pele proveniente dos raios UV: linhas de expressão, rugas e manchas solares. Sua fórmula é enriquecida com ativo hialurônico, conhecido por sua capacidade de reter até 1000 vezes seu peso em água. Este ingrediente ajuda a manter o nível de hidratação na pele, prevenindo o aparecimento de novas linhas. Benefícios: - Anti-Fotoenvelhecimento - Antioleosidade - Previne Linhas de Expressão - Previne Rugas - Previne Manchas Solares - Protege dos Raios UV com FPS 60 - Com cor: Uniformiza a Pele;60
Protetor Solar Facial L'Oréal Paris UV Defender Fluido FPS 60 Cor Média 3.0, 40g;L'Oréal Brasil;"Descrição do produto UV DEFENDER FLUIDO é o novo protetor solar facial diário de L’Oréal Paris com ação antienvelhecimento que previne rugas, linhas de expressão e manchas solares. Sua textura é 11 vezes mais leve que a de um protetor solar comum*. Sua fórmula associa o poderoso ativo dermatológico Ácido Hialurônico - capaz de hidratar a pele e preencher as linhas de expressão sem causar oleosidade - aos mais avançados filtros solares FPS 60, sendo resistente ao suor, água e poluição. Além disso, uniformiza o tom da pele e suaviza imperfeições com cor 3.0 e acabamento nude. UV DEFENDER FLUIDO reduz 7 anos de manchas solares em apenas 3 meses de uso**. Benefícios: - Textura fluida, 11x mais leve - Anti-Fotoenvelhecimento - Previne Linhas de Expressão - Previne Rugas - Previne Manchas Solares - Protege dos Raios UV com FPS 60 - Reduz 7 anos de manchas solares, em 3 meses - Uniformiza a pele e suaviza imperfeições com acabamento nude; Textura fluida ultra-leve, de rápida absorção. Tecnologia: UV DEFENDER FLUIDO conta com a inovadora tecnologia NETLOCK patenteada pela L'Oréal: textura de nova geração altamente eficaz que forma um filme ultra fino, homogêneo, muito fácil de espalhar, que deixa a pele respirar e não deixa a pele esbranquiçada. Alta resistência ao suor e água. Com tecnologia antipoluição: impede que as partículas de poluição se fixem na pele.";60
Protetor Solar Facial L'Oréal Paris UV Defender Hidratação FPS 60, 40g;L'Oréal Paris;Descrição do produto UV Defender, de L'Oréal Paris, é um protetor solar diário anti-fotoenvelhecimento e antioleosidade que protege a sua pele dos raios UV, do envelhecimento precoce e uniformiza a pele. Previne linhas de expressão, rugas e manchas solares. Protetor de amplo espectro, sistema de filtros potencializado com Mexoryl SX e filtros UVA longos FPS 60. Previne o envelhecimento precoce da pele proveniente dos raios UV: linhas de expressão, rugas e manchas solares. Sua fórmula é enriquecida com ativo hialurônico, conhecido por sua capacidade de reter até 1000 vezes seu peso em água. Este ingrediente ajuda a manter o nível de hidratação na pele, prevenindo o aparecimento de novas linhas. Benefícios: - Anti-Fotoenvelhecimento - Hidratação - Previne Linhas de Expressão - Previne Rugas - Previne Manchas Solares - Protege dos Raios UV com FPS 60 - Com cor: Uniformiza a Pele;60
Protetor Solar Facial NEUTROGENA SUN FRESH FPS 30, 40g;Johnson & Johnson;Descrição do produto Neutrogena sun fresh facial fps 30 possui textura ultraleve e sequinha que é rapidamente absorvida pela pele. A exclusiva tecnologia helioplexxp oferece muito alta proteção ampla e eficaz contra os raios uva, uvb e ajuda a proteger contra a luz visível. - desenvolvido especialmente para o rosto - não contribui para o aparecimento de cravos e espinhas - previne fotoenvelhecimento e manchas causadas pelo sol - não deixa resíduo branco na pele - dermatologicamente testado - oftalmologicamente testado - para momentos de alta exposição solar;30
Protetor Solar Facial Para Pele Oleosa NEUTROGENA SUN FRESH® Derm Care Pele Clara FPS 70, 40g;Johnson & Johnson;"Descrição do produto Neutrogena sun fresh derm care facial fps 70 possui textura levinha e sequinha que não derrete. A excluisva tecnologia helioplexxp oferece muito alta proteção ampla e eficaz contra os raios uvb, uva e ajuda a proteger contra a luz visível. - com sílica que atua na oleosidade da pele - efeito base que cobre imperfeições - complexo antiodixante rejuvenescedor formado por: - niacinamida: ativo clareador de sinais causados pelo sol; - feverfew: poderoso antioxidante; - vitamina c: antioxidante - dermatologicamente testado. Não comedogênico e não obstrui poros";70
Protetor Solar Facial Para Pele Seca NEUTROGENA SUN FRESH Derm Care Com Cor FPS 70, 40g;Johnson & Johnson;Descrição do produto Para completar sua rotina de cuidado com a pele, o protetor solar Sun Fresh Derm Care, possui textura ultraleve e seca, que te protege contra os raios UVA, UVB, e ajuda contra a luz visível. Além de deixar sua pele macia, aveludada e preenchida com seus ativos ricos em propriedades hidratantes.;70
Protetor Solar Facial Vichy Capital Soleil UV-Age Daily com Cor FPS60-40g;L'oréal DCA BR;"DESCRIÇÃO Fotoproteção avançada FPS60; Previne rugas e manchas solares; Atua na redução da hiperpigmentação; Pele visivelmente mais firme, preenchida e revitalizada; Antioxidante e antipoluição; Toque seco e Oil-free/Não oleoso BENEFÍCIOS Fotoproteção avançada FPS60 Previne rugas e manchas solares Pele visivelmente mais firme e preenchida SUGESTÃO DE USO Todos os tipos de pele; Eficácia comprovada contra sinais da idade; Para todos os tipos de pele";60
Protetor Solar Labial fps30 5,7g Sallve;Fareva;Descrição do produto Protetor Solar Labial fps30 5,7g;30
Protetor Solar Neutrogena Sun Fresh Hydro Boost Cor 2.0 FPS 70 40mL;Kenvue;"Descrição do produto NEUTROGENA SUN FRESH® Hydro Boost FPS 50 SEM COR: Possui textura fluida para todos os tipos de pele. A exclusiva tecnologia HELIOPLEX™ SL oferece muito alta proteção, forma uma barreira protetora contra raios UV, ajuda a proteger contra a luz visível e poluição, protegendo a vitalidade da pele e reverte danos solares, entregando um boost de nutrição e vitaminas. Com Ácido Hialurônico, que hidrata profundamento por 12 horas*. Niacinamida: ativo clareador de sinais causados pelo sol; Vitamina C e E: antioxidantes. **É NECESSÁRIA A REAPLICAÇÃO DO PRODUTO A CADA 2 HORAS PARA MANTER A EFETIVIDADE DO PROTETOR SOLAR.";70
Protetor Solar Neutrogena Sun Fresh Hydro Boost Cor 3.0 FPS 70 40mL;Kenvue;"Descrição do produto NEUTROGENA SUN FRESH® Hydro Boost FPS 50 SEM COR: Possui textura fluida para todos os tipos de pele. A exclusiva tecnologia HELIOPLEX™ SL oferece muito alta proteção, forma uma barreira protetora contra raios UV, ajuda a proteger contra a luz visível e poluição, protegendo a vitalidade da pele e reverte danos solares, entregando um boost de nutrição e vitaminas. Com Ácido Hialurônico, que hidrata profundamento por 12 horas*. Niacinamida: ativo clareador de sinais causados pelo sol; Vitamina C e E: antioxidantes. **É NECESSÁRIA A REAPLICAÇÃO DO PRODUTO A CADA 2 HORAS PARA MANTER A EFETIVIDADE DO PROTETOR SOLAR.";70
Protetor Solar Neutrogena Sun Fresh Hydro Boost Sem Cor FPS 50 40mL;Kenvue;"Descrição do produto NEUTROGENA SUN FRESH® Hydro Boost FPS 50 SEM COR: Possui textura fluida para todos os tipos de pele. A exclusiva tecnologia HELIOPLEX™ SL oferece muito alta proteção, forma uma barreira protetora contra raios UV, ajuda a proteger contra a luz visível e poluição, protegendo a vitalidade da pele e reverte danos solares, entregando um boost de nutrição e vitaminas. Com Ácido Hialurônico, que hidrata profundamento por 12 horas*. Niacinamida: ativo clareador de sinais causados pelo sol; Vitamina C e E: antioxidantes. **É NECESSÁRIA A REAPLICAÇÃO DO PRODUTO A CADA 2 HORAS PARA MANTER A EFETIVIDADE DO PROTETOR SOLAR.";50
Protetor Solar Neutrogena Sunfresh Derm Care Dry Skin Sem Cor FPS 70 40g;Johnson & Johnson;Descrição do produto NEUTROGENA SUN FRESH Derm Care Dry Skin Facial FPS 70 possui textura levinha e hidratante que não derrete. A exclusiva tecnologia HELIOPLEX XP oferece muito alta proteção ampla e eficaz contra os raios UVA, UVB e ajuda a proteger contra a luz visível. Com ativos ricos em propriedades hidratantes que deixam a pele macia, aveludada e preenchida. Complexo antioxidante rejuvenescedor formado por Niacinamida, ativo clareador de sinais causados pelo sol, Feverfew e Vitamina C, poderosos antioxidantes. Melhora a firmeza e elasticidade da pele e possui textura não oleosa. Dermatologicamente testado. Adequado para a pele sensível.;70
Protetor Solar Sunless Sem Base FPS 50 Toque Seco 60g;Farmax;Descrição do produto Testado dermatologicamente e com uma fragrância suave, o protetor solar facial Sunless tem ação otimizada e ativa na proteção da pele contra a ação dos raios solares UVA e UVB, seja na praia, piscina ou no dia a dia. Além disso, tem um papel importante no combate à formação de radicais livres, evitando que a pele envelheça de forma precoce devido à exposição solar excessiva.;50
Protetor com Cor FPS60 40g cor 40 - Sallve;Fareva;Descrição do produto Protetor com Cor FPS60 40g cor 40;60
Protetor solar facial fresco, 60g, spf 50, creme protetor solar não gorduroso, loção protetora solar, telas solares, proteção uv da pele para o rosto;OKJHFD;Descrição do produto  Tipo de item: Loção protetor solar Textura: Loção Conteúdo líquido: 60g/2,1oz  Lista de pacotes: 1 x  Loção Protetor Solar;0
Sallve Limpador Enzimático Em Pó 30G - Papaína;Fareva;Descrição do produto um limpador enzimático facial em pó, que vira uma espuma deliciosa em contato com a água e a fricção das mãos, unindo limpeza profunda a uma poderosa e gentil esfoliação enzimática, que pode ser feita todo dia. logo no primeiro uso, limpa profundamente, uniformiza a textura, deixa pele macia e com aparência de poros reduzida. ele também: desobstrui poros, reduz cravos em 7 dias e ajuda no controle da oleosidade.;0
Sallve Protetor Solar 40G - Fps 60 Uva/Uvb;Fareva;Descrição do produto NOVA EMBALAGEM E NOVA VOLUMETRIA protetor solar para o rosto com acabamento hidratante e invisível na pele. fórmula única que oferece uma multi defesa: além da alta proteção contra UVA/UVB, ele também protege sua pele contra os danos da luz azul e visível, infravermelho e poluição. com vitamina E e carnosina, tem ação antioxidante, que previne os sinais do tempo, e ação antiglicante, que ajuda a preservar o colágeno da sua pele. não-comedogênico e sem álcool, deixa um toque macio combinado com o viço incrível, sem esfarelar.;60
Sallve Protetor Solar Toque Seco Fps50 40G;Fareva;Descrição do produto um protetor solar facial com toque seco e alta proteção UVA/UVB. oferece uma multi defesa contra a radiação solar e os danos da luz azul, infravermelho e poluição. com carnosina, tem ação antioxidante, que previne os sinais do tempo, e antiglicante, que ajuda a preservar o colágeno da sua pele. enquanto isso, a niacinamida contribui para ajudar no controle de oleosidade ao longo do dia, reduzindo o brilho da pele sem ressecar. Compatível com maquiagem, não esfarela, não arde os olhos e disfarça a aparência de poros.;50
Sallve Proteção Antioxidante Hidratante 40G - Fps 30 Uva/Uvb + Nano Vitamina C 10%;Fareva;Descrição do produto uma fórmula desenvolvida para simplificar sua rotina ao oferecer tratamento, hidratação e proteção solar em um único produto. A vitamina C presente na fórmula contribui para a redução de manchas e irregularidades na pele, promovendo um tom mais uniforme. Este produto atua na proteção e síntese do colágeno, uma proteína essencial para manter a firmeza e a vitalidade da pele.Sua fórmula inclui ingredientes como a cafeína, que ajuda a reduzir o inchaço e as olheiras ao redor dos olhos, proporcionando uma aparência mais descansada.Além da proteção solar, este produto protege a pele contra os danos causados pela luz azul, visível, infravermelho e poluição, mantendo-a saudável e protegida.;30
Skin Aqua Protetor Solar Tone Up Uv Essence Latte Beige 80G - Fps50 Protetor Solar Facial Com Cor E Ácido Hialurônico;Rohto Pharmaceutical - Japão;BENEFÍCIOS Hidratante;50
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;DESCRIÇÃO Anti-Pigment Dual Sérum é um clareador da linha Anti-Pigment Eucerin, testado e desenvolvido para enzima humana, que trás o ativo revolucionário Thiamidol patenteado, que reduz a hiperpigmentação da pele. Sua fórmula foi clínica e dermatologicamente comprovada para reduzir e prevenir o reaparecimento da hiperpigmentação. Além de possuir Ácido Hialurônico concentrado, responsável por realizar o preenchimento de rugas e melhorar a qualidade da pele, devolvendo a luminosidade. O Sérum clareador de pele é indicado para cuidado de pele que possui hiperpigmentação, trazendo resultados visíveis a partir de 2 semanas. Para todos os tipos de pele com hiperpigmentação, com ação anti-idade. BENEFÍCIOS Resultados visíveis a partir de 2 semanas, uniformizando a tonalidade da pele e reduzindo a hiperpigmentação. SUGESTÃO DE USO Aplique o produto Anti-pigment Dual Serum duas vezes ao dia no rosto previamente limpo e massageie suavemente na pele. Faça no máximo 4 aplicações de produtos com Thiamidol por dia.;0
VICHY Protetor Solar Facial Vichy Capital Soleil Hydra-Matte Fps50-30G;L'oréal DCA BR;"DESCRIÇÃO Pele protegida, hidratada e matificada; Protege com FPS50 contra os raios UVA/UVB; Hidrata sem pesar com água vulcânica; Matifica por 12h sem ressecar [micropartículas matificantes] eliminam o brilho ao longo do dia. BENEFÍCIOS Proteção solar avançada FPS 50; Hidrata sem pesar com água vulcânica; Efeito matte 12h e controle de brilho; SUGESTÃO DE USO Todos os tipos de pele, incluindo as oleosas; Pele protegida, hidratada e matificada; Hipoalergênico e testado dermatologicamente";50
VICHY Protetor Solar Facial Vichy Capital Soleil Uv-Age Daily Fps60-40G, Sem cor;L'oréal DCA BR;"DESCRIÇÃO Fotoproteção avançada FPS60; Previne rugas e manchas solares; Atua na redução da hiperpigmentação; Pele visivelmente mais firme, preenchida e revitalizada; Antioxidante e antipoluição; Toque seco e Oil-free/Não oleoso BENEFÍCIOS Fotoproteção avançada FPS60 Previne rugas e manchas solares Pele visivelmente mais firme e preenchida SUGESTÃO DE USO Todos os tipos de pele; Eficácia comprovada contra sinais da idade; Para todos os tipos de pele";60
Vichy V Capital Soileil Hydra-Matte FPS50 - Protetor Solar Facial com Cor 30g;L'oreal LBD BR;"DESCRIÇÃO O protetor solar facial Vichy Hydra-Matte protege contra os raios UVA e UVB, possui alta proteção com o FPS50 e PPD 24. Com efeito matte por até 12 horas, esse protetor possui textura leve, toque seco e elimina o brilho ao longo do dia. Tudo isso com formulação exclusiva da água vulcânica de Vichy que hidrata a pele sem pesar. Indicado para todos os tipos de pele, inclusive as oleosas. Na tonalidade 1.0 com cobertura média a alta. BENEFÍCIOS Efeito Matte Por 12H, Com Particulas Matificadoras; • Hidrata A Pele Sem Pesar, Com Água Vulcânica De Vichy. • Protege Dos Raios Uva E Uvb; • Sistema Filtrante De Amplo Espectro; SUGESTÃO DE USO Todos os tipos de pele, incluindo as oleosas; Pele protegida, hidratada e matificada; Hipoalergênico e testado dermatologicamente";50
Vichy, Pigment Control, Protetor Solar Facial anti manchas com Alta cobertura, Vitamina B3, Ácido Tranexâmico, FPS60, 40g;L'oreal DCA BR;"DESCRIÇÃO Capital Soleil UV-Pigment Control 40g de Vichy é um protetor solar anti manchas solares com alta cobertura. Fotoproteção diária avançada contra os efeitos dos raios UVA e UVB, redução de manchas solares, prevenção de hiperpigmentação e uniformização da pele com alta cobertura. Textura gel creme com toque seco BENEFÍCIOS Protege dos raios UVA e UVB; 7% de vitamina B3; Ácido Tranêxamico; pigmentos em alta concentração; fotoproteção diária avançada; redução de manchas solares e uniformização com alta cobertura SUGESTÃO DE USO Protetor solar facial de uso diário antimanchas e de alta cobertura";60
Vichy, Pigment Control, Protetor Solar Facial anti manchas com Alta cobertura, Vitamina B3, Ácido Tranexâmico, FPS60, 40g;L'oreal DCA BR;"DESCRIÇÃO Capital Soleil UV-Pigment Control 40g de Vichy é um protetor solar anti manchas solares com alta cobertura. Fotoproteção diária avançada contra os efeitos dos raios UVA e UVB, redução de manchas solares, prevenção de hiperpigmentação e uniformização da pele com alta cobertura. Textura gel creme com toque seco BENEFÍCIOS Protege dos raios UVA e UVB; 7% de vitamina B3; Ácido Tranêxamico; pigmentos em alta concentração; fotoproteção diária avançada; redução de manchas solares e uniformização com alta cobertura SUGESTÃO DE USO ""Protetor uso diário antimanchas e de alta cobertura";60
